id,age,sexe,nivetud,poids,occup,qualif,freres_soeurs,clso,relig,trav_imp,trav_satisf,hard_rock,lecture_bd,peche_chasse,cuisine,bricol,cinema,sport,heures_tv
305,75,Homme,1er cycle,12618.126516,Retire des affaires,NA,0,Ne sait pas,Appartenance sans pratique,NA,NA,Non,Non,Non,Non,Oui,Non,Non,2
306,53,Femme,Enseignement technique ou professionnel court,2342.7192948,Au foyer,Employe,2,Oui,Appartenance sans pratique,NA,NA,Non,Non,Non,Oui,Non,Non,Oui,2
307,77,Femme,Enseignement superieur y compris technique superieur,605.5214613,Retraite,Cadre,4,Oui,Appartenance sans pratique,NA,NA,Non,Non,Non,Oui,Non,Oui,Oui,1.4
308,50,Femme,1er cycle,2435.1546822,Exerce une profession,Employe,11,Oui,Pratiquant regulier,Moins important que le reste,Equilibre,Non,Non,Non,Oui,Non,Non,Oui,3
309,36,Femme,Enseignement superieur y compris technique superieur,1229.0118669,Exerce une profession,Cadre,4,Non,Pratiquant occasionnel,Aussi important que le reste,Satisfaction,Non,Non,Non,Non,Non,Oui,Non,2
310,59,Homme,Enseignement technique ou professionnel long,9751.9840288,Retraite,Profession intermediaire,0,Oui,Appartenance sans pratique,NA,NA,Non,Non,Non,Non,Oui,Oui,Oui,2
311,37,Femme,Enseignement technique ou professionnel long,7095.5680251,Exerce une profession,Employe,1,Oui,Appartenance sans pratique,Moins important que le reste,Insatisfaction,Non,Non,Non,Oui,Oui,Non,Non,5
312,22,Femme,Enseignement superieur y compris technique superieur,6062.769463,Exerce une profession,Employe,1,Non,Appartenance sans pratique,Moins important que le reste,Satisfaction,Non,Non,Non,Non,Oui,Non,Non,2
313,42,Homme,Enseignement technique ou professionnel court,5124.085128,Exerce une profession,Ouvrier qualifie,6,Oui,Pratiquant occasionnel,Moins important que le reste,Equilibre,Non,Non,Non,Oui,Oui,Oui,Oui,2
314,78,Homme,Derniere annee d'etudes primaires,8241.6722575,Retraite,Employe,5,Oui,Pratiquant regulier,NA,NA,Non,Non,Non,Non,Non,Non,Non,1
315,73,Homme,Enseignement technique ou professionnel court,717.46036373,Retraite,Technicien,5,Oui,NSP ou NVPR,NA,NA,Non,Non,Non,Oui,Non,Non,Non,8
316,85,Femme,Derniere annee d'etudes primaires,5019.4280297,Retraite,Employe,1,Non,Appartenance sans pratique,NA,NA,Non,Non,Non,Non,Non,Non,Non,5
317,48,Femme,2eme cycle,4948.6600674,Autre inactif,Employe,6,Non,Rejet,NA,NA,Non,Non,Non,Oui,Oui,Non,Non,4
318,50,Homme,Derniere annee d'etudes primaires,3954.3312663,Exerce une profession,NA,4,Non,Pratiquant occasionnel,Le plus important,Satisfaction,Non,Non,Non,Non,Non,Non,Non,1
319,39,Femme,Enseignement superieur y compris technique superieur,7369.8817863,Exerce une profession,Cadre,1,Oui,Pratiquant occasionnel,Aussi important que le reste,Satisfaction,Non,Oui,Non,Non,Oui,Non,Non,0.7
320,33,Femme,Enseignement technique ou professionnel long,1252.3069174,Au foyer,NA,4,Non,Ni croyance ni appartenance,NA,NA,Non,Non,Non,Oui,Non,Non,Non,3
321,25,Homme,Enseignement technique ou professionnel long,7424.2064897,Exerce une profession,Employe,5,Non,Appartenance sans pratique,Moins important que le reste,Equilibre,Non,Non,Non,Oui,Non,Oui,Non,2.1
322,33,Femme,Enseignement technique ou professionnel long,3968.0917936,Exerce une profession,Employe,3,Non,Appartenance sans pratique,Aussi important que le reste,Equilibre,Non,Non,Non,Non,Non,Non,Non,0
323,36,Homme,Enseignement technique ou professionnel court,13413.616951,Exerce une profession,Ouvrier specialise,5,Non,Appartenance sans pratique,Moins important que le reste,Satisfaction,Non,Non,Oui,Oui,Oui,Non,Oui,3
324,72,Homme,Derniere annee d'etudes primaires,2243.7272997,Retraite,Ouvrier qualifie,1,Non,Appartenance sans pratique,NA,NA,Non,Non,Non,Non,Oui,Non,Non,4
325,56,Homme,Derniere annee d'etudes primaires,502.11162268,Chomeur,Ouvrier qualifie,4,Non,Rejet,NA,NA,Non,Non,Non,Non,Oui,Non,Non,3
326,57,Femme,Enseignement technique ou professionnel court,1150.3508278,Chomeur,Employe,2,Oui,Appartenance sans pratique,NA,NA,Non,Non,Oui,Oui,Oui,Non,Oui,3
327,44,Homme,Enseignement superieur y compris technique superieur,10536.175199,Exerce une profession,Cadre,5,Non,Ni croyance ni appartenance,Moins important que le reste,Equilibre,Non,Non,Oui,Non,Oui,Oui,Oui,2
328,85,Femme,"A arrete ses etudes, avant la derniere annee d'etudes primaires",4069.2853751,Retraite,Employe,6,Non,Appartenance sans pratique,NA,NA,Non,Non,Non,Oui,Non,Non,Non,4
329,56,Femme,2eme cycle,6528.3709476,Retraite,Profession intermediaire,2,Non,Pratiquant regulier,NA,NA,Non,Non,Non,Oui,Non,Non,Oui,0
330,27,Femme,Enseignement superieur y compris technique superieur,6446.6063962,Exerce une profession,Cadre,2,Oui,Appartenance sans pratique,Aussi important que le reste,Equilibre,Non,Oui,Non,Oui,Non,Oui,Oui,1
331,64,Femme,Derniere annee d'etudes primaires,1939.9735031,Au foyer,Employe,4,Non,Pratiquant regulier,NA,NA,Non,Non,Non,Non,Non,Non,Non,3
332,26,Femme,Enseignement superieur y compris technique superieur,7973.2612652,Exerce une profession,Employe,1,Non,Pratiquant occasionnel,Moins important que le reste,Satisfaction,Non,Non,Non,Oui,Non,Oui,Oui,1.4
333,49,Femme,Enseignement superieur y compris technique superieur,9891.8164854,Exerce une profession,Cadre,5,Oui,Pratiquant occasionnel,NA,NA,Non,Oui,Non,Non,Non,Non,Non,1
334,74,Homme,Enseignement technique ou professionnel court,8752.5799585,Retraite,Ouvrier qualifie,2,Oui,Appartenance sans pratique,NA,NA,Non,Non,Non,Non,Non,Non,Non,4
335,20,Homme,Enseignement technique ou professionnel long,13195.647402,Exerce une profession,Technicien,2,Oui,Appartenance sans pratique,Aussi important que le reste,Equilibre,Non,Non,Oui,Oui,Oui,Oui,Oui,2
336,51,Femme,Enseignement technique ou professionnel court,3689.3971974,Exerce une profession,Technicien,1,Oui,Appartenance sans pratique,Peu important,Insatisfaction,Non,Non,Non,Oui,Non,Non,Oui,3
337,73,Homme,Enseignement superieur y compris technique superieur,24031.216636,Retire des affaires,NA,2,Oui,Appartenance sans pratique,NA,NA,Non,Non,Non,Non,Non,Oui,Oui,0
338,52,Homme,Enseignement superieur y compris technique superieur,10836.751793,Exerce une profession,NA,1,Oui,Appartenance sans pratique,Moins important que le reste,Satisfaction,Non,Non,Non,Non,Non,Non,Non,0
339,57,Homme,Enseignement technique ou professionnel long,1743.1452244,Exerce une profession,Cadre,1,Non,Ni croyance ni appartenance,Moins important que le reste,Satisfaction,Non,Non,Non,Non,Non,Non,Non,3
340,31,Femme,1er cycle,1455.4541264,Chomeur,Ouvrier specialise,7,Non,Appartenance sans pratique,NA,NA,Non,Non,Non,Non,Oui,Non,Non,3
341,23,Homme,NA,1713.0988489,"Etudiant, eleve",NA,2,Oui,Ni croyance ni appartenance,NA,NA,Non,Non,Non,Non,Non,Oui,Oui,1
342,59,Femme,Enseignement technique ou professionnel court,26983.526946,Autre inactif,Profession intermediaire,2,Oui,NSP ou NVPR,NA,NA,Non,Non,Non,Oui,Oui,Non,Non,2
343,45,Homme,1er cycle,4594.6076309,Exerce une profession,Cadre,0,Ne sait pas,Appartenance sans pratique,Moins important que le reste,Equilibre,Non,Non,Oui,Non,Oui,Non,Non,2
344,39,Femme,2eme cycle,2928.9794512,Exerce une profession,Employe,3,Oui,Pratiquant occasionnel,Moins important que le reste,Satisfaction,Non,Non,Non,Non,Non,Oui,Non,0
345,47,Femme,1er cycle,2126.876955,Exerce une profession,NA,2,Oui,Ni croyance ni appartenance,Le plus important,Satisfaction,Non,Non,Non,Non,Non,Oui,Non,0.7
346,18,Femme,NA,1725.4102299,"Etudiant, eleve",NA,9,Non,Pratiquant regulier,NA,NA,Non,Non,Non,Non,Non,Oui,Non,2
347,20,Homme,1er cycle,12698.59372,Chomeur,Autre,3,Oui,Rejet,NA,NA,Non,Non,Non,Non,Oui,Oui,Oui,2
348,54,Femme,Derniere annee d'etudes primaires,463.85818736,Chomeur,Ouvrier specialise,3,Non,Appartenance sans pratique,NA,NA,Non,Non,Non,Non,Non,Non,Non,8
349,19,Homme,NA,8175.7869637,"Etudiant, eleve",NA,2,Non,Ni croyance ni appartenance,NA,NA,Non,Non,Oui,Non,Oui,Oui,Oui,1
350,36,Femme,Enseignement technique ou professionnel court,1160.638325,Exerce une profession,Ouvrier qualifie,3,Non,Ni croyance ni appartenance,Moins important que le reste,Satisfaction,Non,Non,Non,Oui,Oui,Non,Oui,2
351,41,Femme,Enseignement technique ou professionnel court,4792.0103372,Exerce une profession,Employe,2,Non,Appartenance sans pratique,Moins important que le reste,Satisfaction,Non,Non,Non,Oui,Oui,Oui,Non,2
352,50,Homme,Enseignement technique ou professionnel court,2378.0663643,Exerce une profession,Ouvrier qualifie,1,Oui,Pratiquant occasionnel,Moins important que le reste,Satisfaction,Non,Non,Non,Non,Oui,Non,Non,3
353,52,Homme,Enseignement technique ou professionnel court,2051.0842439,Exerce une profession,Profession intermediaire,1,Oui,Ni croyance ni appartenance,Moins important que le reste,Equilibre,Non,Non,Oui,Oui,Oui,Non,Non,4.6
354,42,Femme,Enseignement technique ou professionnel court,6058.0840315,Exerce une profession,Employe,3,Non,Appartenance sans pratique,Moins important que le reste,Equilibre,Non,Non,Non,Oui,Non,Oui,Non,1
355,32,Homme,Enseignement technique ou professionnel long,2204.0402696,Exerce une profession,Ouvrier qualifie,1,Non,Ni croyance ni appartenance,Moins important que le reste,Insatisfaction,Non,Non,Oui,Non,Non,Non,Non,3
356,54,Femme,Derniere annee d'etudes primaires,2499.1000494,Au foyer,Ouvrier specialise,5,Non,Pratiquant occasionnel,NA,NA,Non,Non,Non,Non,Non,Non,Non,0
357,40,Femme,2eme cycle,2544.4634039,Exerce une profession,Employe,6,Non,Ni croyance ni appartenance,Moins important que le reste,Equilibre,Non,Non,Non,Oui,Non,Oui,Non,3
358,20,Homme,NA,9894.9737736,"Etudiant, eleve",NA,1,Non,Appartenance sans pratique,NA,NA,Non,Non,Non,Non,Non,Oui,Oui,1
359,52,Homme,2eme cycle,5332.9721823,Exerce une profession,Technicien,7,Non,Pratiquant occasionnel,Aussi important que le reste,Satisfaction,Non,Non,Oui,Oui,Oui,Oui,Oui,2
360,41,Homme,Enseignement technique ou professionnel long,3291.4584361,Exerce une profession,Profession intermediaire,2,Non,NSP ou NVPR,Moins important que le reste,Satisfaction,Non,Non,Non,Non,Non,Oui,Oui,1
361,51,Femme,Enseignement technique ou professionnel court,1657.396106,Chomeur,Ouvrier qualifie,5,Non,Appartenance sans pratique,NA,NA,Non,Non,Non,Oui,Non,Oui,Non,5
362,77,Homme,1er cycle,4178.8894369,Retraite,Cadre,1,Non,Appartenance sans pratique,NA,NA,Non,Non,Oui,Non,Oui,Oui,Oui,0
363,30,Homme,Enseignement superieur y compris technique superieur,8314.2681857,Exerce une profession,Technicien,2,Oui,Appartenance sans pratique,Moins important que le reste,Insatisfaction,Non,Non,Non,Non,Oui,Oui,Oui,4
364,69,Homme,1er cycle,469.35586897,Retraite,Employe,4,Non,Ni croyance ni appartenance,NA,NA,Non,Non,Non,Non,Non,Non,Non,2
365,33,Femme,Enseignement superieur y compris technique superieur,7484.5536026,Au foyer,Employe,1,Non,Pratiquant occasionnel,NA,NA,Non,Non,Non,Non,Non,Non,Oui,4
366,29,Homme,Enseignement technique ou professionnel long,2611.5931248,Exerce une profession,Employe,2,Non,Appartenance sans pratique,Moins important que le reste,Equilibre,Non,Non,Oui,Non,Oui,Non,Non,3
367,22,Femme,Enseignement technique ou professionnel court,6446.6063962,Exerce une profession,Profession intermediaire,3,Non,Ni croyance ni appartenance,Moins important que le reste,Equilibre,Non,Non,Non,Oui,Non,Non,Oui,3
368,53,Femme,Derniere annee d'etudes primaires,2793.4579579,Autre inactif,Ouvrier qualifie,1,Non,Appartenance sans pratique,NA,NA,Non,Non,Non,Oui,Non,Non,Oui,2
369,59,Femme,Derniere annee d'etudes primaires,8136.9946622,Autre inactif,Employe,7,Non,NSP ou NVPR,NA,NA,Non,Non,Non,Oui,Non,Non,Non,1
370,36,Homme,1er cycle,1434.4754087,Exerce une profession,Ouvrier specialise,3,Non,Pratiquant occasionnel,Moins important que le reste,Equilibre,Non,Non,Non,Non,Non,Non,Non,0
371,35,Homme,Enseignement superieur y compris technique superieur,8551.4934662,Exerce une profession,Employe,4,Oui,Rejet,Moins important que le reste,Equilibre,Non,Non,Non,Non,Oui,Oui,Non,3
372,36,Femme,Enseignement superieur y compris technique superieur,13102.369516,Exerce une profession,Employe,1,Non,Appartenance sans pratique,Moins important que le reste,Insatisfaction,Non,Non,Non,Non,Oui,Oui,Non,2
373,53,Homme,2eme cycle,3546.496205,Exerce une profession,NA,3,Non,NSP ou NVPR,Aussi important que le reste,Equilibre,Non,Non,Non,Oui,Oui,Oui,Oui,2
374,87,Femme,Derniere annee d'etudes primaires,620.07609208,Retraite,Autre,5,Non,Appartenance sans pratique,NA,NA,Non,Non,Non,Non,Non,Non,Non,2
375,58,Femme,Enseignement superieur y compris technique superieur,11920.318152,Au foyer,Technicien,1,Oui,Pratiquant occasionnel,NA,NA,Non,Non,Non,Oui,Non,Oui,Non,3
376,29,Femme,Enseignement superieur y compris technique superieur,9683.5763759,Chomeur,Technicien,0,Non,Ni croyance ni appartenance,NA,NA,Non,Non,Non,Oui,Non,Oui,Oui,2
377,18,Homme,NA,11213.312156,"Etudiant, eleve",NA,1,Oui,Rejet,NA,NA,Non,Non,Non,Non,Non,Oui,Oui,1.4
378,22,Homme,Enseignement technique ou professionnel court,14830.583829,Exerce une profession,Ouvrier specialise,6,Non,Ni croyance ni appartenance,Peu important,Satisfaction,Non,Non,Non,Non,Non,Oui,Oui,5
379,26,Femme,NA,14891.773367,"Etudiant, eleve",NA,3,Oui,Ni croyance ni appartenance,NA,NA,Non,Non,Non,Non,Non,Oui,Oui,2
380,31,Femme,Enseignement superieur y compris technique superieur,2756.881314,Exerce une profession,Employe,1,Non,Rejet,Le plus important,Equilibre,Non,Non,Non,Non,Non,Oui,Oui,3
381,71,Homme,2eme cycle,6708.9559572,Retraite,Employe,1,Oui,Pratiquant occasionnel,NA,NA,Non,Non,Non,Non,Oui,Non,Non,8
382,26,Femme,NA,609.93820998,Exerce une profession,Employe,5,Oui,Pratiquant regulier,Moins important que le reste,Equilibre,Non,Non,Non,Oui,Non,Oui,Non,5
383,29,Femme,Enseignement superieur y compris technique superieur,4736.7721786,Exerce une profession,Cadre,2,Non,Pratiquant regulier,Aussi important que le reste,Insatisfaction,Non,Oui,Non,Non,Oui,Oui,Non,2
384,28,Femme,Enseignement superieur y compris technique superieur,6853.1598405,Exerce une profession,Employe,2,Non,Appartenance sans pratique,Aussi important que le reste,Satisfaction,Non,Non,Non,Oui,Non,Oui,Oui,0
385,49,Femme,2eme cycle,8482.979418,Exerce une profession,Cadre,3,Oui,Appartenance sans pratique,Aussi important que le reste,Satisfaction,Non,Non,Non,Non,Oui,Oui,Non,1.4
386,33,Femme,Enseignement technique ou professionnel court,3359.9173235,Au foyer,Ouvrier specialise,3,Non,Ni croyance ni appartenance,NA,NA,Non,Non,Non,Non,Oui,Non,Non,3
387,40,Femme,Derniere annee d'etudes primaires,1377.1730906,Chomeur,Ouvrier specialise,5,Non,Appartenance sans pratique,NA,NA,Non,Non,Non,Oui,Non,Oui,Non,0.4
388,67,Femme,Enseignement technique ou professionnel court,11724.966702,Retire des affaires,NA,1,Non,Appartenance sans pratique,NA,NA,Non,Non,Non,Non,Oui,Oui,Oui,2.1
389,50,Femme,Enseignement superieur y compris technique superieur,1119.4014672,Exerce une profession,Employe,0,Non,Ni croyance ni appartenance,Moins important que le reste,Satisfaction,Non,Non,Non,Oui,Oui,Oui,Non,1
390,29,Homme,Derniere annee d'etudes primaires,1581.014855,Chomeur,Ouvrier specialise,3,Non,Appartenance sans pratique,NA,NA,Non,Non,Oui,Non,Non,Non,Non,2
391,58,Femme,Derniere annee d'etudes primaires,1345.963626,Autre inactif,Employe,3,Oui,Pratiquant occasionnel,NA,NA,Non,Non,Non,Non,Non,Non,Non,12
392,33,Femme,"A arrete ses etudes, avant la derniere annee d'etudes primaires",2985.7793422,Au foyer,Ouvrier specialise,3,Non,Pratiquant regulier,NA,NA,Non,Non,Non,Oui,Non,Non,Non,6
393,22,Femme,Enseignement technique ou professionnel long,9742.0010638,Exerce une profession,Employe,2,Non,Pratiquant occasionnel,Aussi important que le reste,Equilibre,Non,Non,Oui,Oui,Oui,Non,Oui,3
394,62,Femme,Enseignement superieur y compris technique superieur,900.58071227,Au foyer,Cadre,1,Oui,Pratiquant occasionnel,NA,NA,Non,Non,Non,Oui,Non,Oui,Oui,3
395,19,Femme,NA,7421.6511043,"Etudiant, eleve",NA,1,Oui,Pratiquant occasionnel,NA,NA,Non,Non,Non,Oui,Non,Oui,Oui,3
396,51,Femme,Enseignement technique ou professionnel court,1045.7064091,Au foyer,Ouvrier specialise,4,Non,Pratiquant occasionnel,NA,NA,Non,Non,Non,Oui,Non,Non,Non,0
397,52,Femme,Derniere annee d'etudes primaires,570.41626368,Exerce une profession,Employe,5,Non,Rejet,Moins important que le reste,Satisfaction,Non,Non,Non,Non,Non,Oui,Non,3
398,60,Homme,"A arrete ses etudes, avant la derniere annee d'etudes primaires",1166.8418483,Retraite,Ouvrier specialise,10,Non,Pratiquant regulier,NA,NA,Non,Non,Non,Non,Oui,Non,Non,3
399,31,Femme,Enseignement superieur y compris technique superieur,5825.4837719,Chomeur,Cadre,6,Non,Ni croyance ni appartenance,NA,NA,Non,Non,Non,Non,Non,Non,Oui,0
400,53,Femme,Derniere annee d'etudes primaires,845.6931737,Exerce une profession,Ouvrier qualifie,5,Non,Appartenance sans pratique,Peu important,Equilibre,Non,Non,Non,Oui,Non,Non,Non,0.6
401,44,Femme,Enseignement superieur y compris technique superieur,2814.5622756,Exerce une profession,Cadre,6,Oui,Appartenance sans pratique,Moins important que le reste,Satisfaction,Non,Non,Non,Oui,Non,Oui,Oui,0.6
402,35,Homme,Enseignement technique ou professionnel court,3226.4260911,Exerce une profession,Ouvrier qualifie,2,Non,Rejet,Peu important,Satisfaction,Non,Non,Non,Non,Oui,Non,Non,2
403,68,Homme,Derniere annee d'etudes primaires,9510.5623514,Retire des affaires,NA,0,Non,Appartenance sans pratique,NA,NA,Non,Non,Non,Non,Oui,Non,Non,3
404,27,Homme,2eme cycle,23867.625097,Chomeur,Ouvrier qualifie,0,Oui,Rejet,NA,NA,Non,Non,Non,Non,Non,Oui,Oui,0
405,70,Femme,Derniere annee d'etudes primaires,9984.414259,Retire des affaires,NA,1,Non,Pratiquant occasionnel,NA,NA,Non,Non,Oui,Oui,Non,Non,Oui,2
406,42,Homme,1er cycle,3991.2350533,Exerce une profession,Ouvrier specialise,2,Oui,Ni croyance ni appartenance,Moins important que le reste,Equilibre,Non,Non,Oui,Non,Oui,Non,Non,2
407,19,Homme,Enseignement technique ou professionnel long,3151.2192593,Chomeur,Ouvrier specialise,2,Non,Appartenance sans pratique,NA,NA,Non,Non,Oui,Oui,Non,Oui,Oui,4
408,66,Femme,N'a jamais fait d'etudes,3192.3788079,Au foyer,NA,3,Non,Appartenance sans pratique,NA,NA,Non,Non,Non,Oui,Non,Non,Non,4
409,46,Homme,Enseignement superieur y compris technique superieur,6587.1459781,Exerce une profession,Cadre,0,Non,Appartenance sans pratique,Moins important que le reste,Equilibre,Non,Non,Non,Oui,Oui,Oui,Oui,2
410,77,Femme,1er cycle,5188.0869049,Retire des affaires,NA,0,Non,Appartenance sans pratique,NA,NA,Non,Non,Non,Oui,Non,Non,Non,1
411,42,Homme,Enseignement technique ou professionnel court,3104.6368348,Exerce une profession,Profession intermediaire,3,Oui,Pratiquant regulier,Moins important que le reste,Satisfaction,Non,Non,Non,Non,Non,Non,Oui,2
412,22,Femme,NA,2260.4584061,"Etudiant, eleve",NA,2,Oui,Pratiquant regulier,NA,NA,Non,Non,Non,Oui,Non,Non,Oui,2
413,35,Femme,Enseignement technique ou professionnel court,9336.1829105,Exerce une profession,Ouvrier specialise,3,Oui,Pratiquant occasionnel,Moins important que le reste,Insatisfaction,Non,Non,Non,Non,Non,Oui,Non,3
414,37,Femme,Enseignement technique ou professionnel court,8690.7557193,Exerce une profession,Employe,7,Non,Pratiquant regulier,Moins important que le reste,Satisfaction,Non,Non,Non,Non,Oui,Oui,Non,0
415,23,Homme,Enseignement technique ou professionnel long,888.20199396,Exerce une profession,Employe,4,Non,Appartenance sans pratique,Moins important que le reste,Equilibre,Non,Non,Non,Non,Non,Oui,Oui,0
416,64,Homme,Enseignement superieur y compris technique superieur,1043.8166567,Retraite,Cadre,2,Non,Appartenance sans pratique,NA,NA,Non,Non,Non,Oui,Oui,Oui,Oui,3
417,29,Femme,Enseignement technique ou professionnel long,194.44284844,Chomeur,Ouvrier specialise,3,Non,Ni croyance ni appartenance,NA,NA,Non,Non,Non,Oui,Oui,Oui,Non,4
418,58,Homme,N'a jamais fait d'etudes,1737.1740278,Retraite,Ouvrier qualifie,2,Non,Pratiquant regulier,NA,NA,Non,Non,Non,Non,Non,Non,Non,1
419,39,Homme,Enseignement technique ou professionnel court,6721.5325261,Exerce une profession,Profession intermediaire,1,Non,Ni croyance ni appartenance,Moins important que le reste,Equilibre,Non,Non,Non,Oui,Oui,Oui,Non,3
420,39,Homme,Enseignement technique ou professionnel court,6822.8771022,Exerce une profession,Ouvrier specialise,3,Oui,Ni croyance ni appartenance,Aussi important que le reste,Insatisfaction,Non,Non,Oui,Oui,Oui,Non,Oui,3
421,73,Homme,"A arrete ses etudes, avant la derniere annee d'etudes primaires",18190.653716,Retraite,Employe,2,Oui,Pratiquant occasionnel,NA,NA,Non,Non,Non,Non,Non,Non,Non,10
422,57,Homme,Enseignement technique ou professionnel court,5988.2068327,Exerce une profession,Profession intermediaire,0,Oui,Appartenance sans pratique,Moins important que le reste,Equilibre,Non,Non,Non,Non,Non,Non,Non,3
423,57,Homme,Derniere annee d'etudes primaires,1879.0879418,Autre inactif,Ouvrier qualifie,3,Non,Appartenance sans pratique,NA,NA,Non,Non,Oui,Non,Oui,Non,Non,4
424,57,Femme,Derniere annee d'etudes primaires,3963.1840782,Exerce une profession,Employe,1,Oui,Appartenance sans pratique,Moins important que le reste,Satisfaction,Non,Non,Non,Oui,Oui,Oui,Non,0
425,44,Femme,Enseignement technique ou professionnel court,2234.118128,Exerce une profession,Ouvrier specialise,1,Oui,Ni croyance ni appartenance,Peu important,Equilibre,Non,Non,Non,Oui,Non,Oui,Non,2
426,66,Femme,N'a jamais fait d'etudes,2147.8410628,Retraite,Technicien,5,Non,Pratiquant regulier,NA,NA,Non,Non,Non,Non,Oui,Non,Non,10
427,19,Homme,Enseignement technique ou professionnel court,2472.3123286,Exerce une profession,Ouvrier specialise,7,Non,Appartenance sans pratique,Moins important que le reste,Equilibre,Non,Non,Non,Non,Non,Oui,Oui,0.4
428,24,Homme,Enseignement superieur y compris technique superieur,8569.6803325,Exerce une profession,Technicien,1,Oui,Appartenance sans pratique,Moins important que le reste,Satisfaction,Non,Non,Non,Non,Oui,Non,Oui,0
429,32,Femme,2eme cycle,5907.3475125,Chomeur,Employe,0,Oui,Pratiquant occasionnel,NA,NA,Non,Non,Non,Oui,Non,Non,Non,5
430,40,Femme,Enseignement technique ou professionnel court,9178.1161238,Exerce une profession,Employe,4,Non,Pratiquant occasionnel,Aussi important que le reste,Equilibre,Non,Non,Non,Non,Non,Non,Oui,0
431,44,Homme,Derniere annee d'etudes primaires,1610.8896822,Exerce une profession,Profession intermediaire,4,Non,Ni croyance ni appartenance,Aussi important que le reste,Satisfaction,Non,Non,Oui,Non,Non,Oui,Non,3
432,26,Femme,2eme cycle,6809.899497,Chomeur,Employe,2,Non,Ni croyance ni appartenance,NA,NA,Non,Non,Non,Non,Oui,Non,Non,1
433,40,Femme,1er cycle,4540.6208249,Exerce une profession,Profession intermediaire,3,Non,Pratiquant occasionnel,Moins important que le reste,Satisfaction,Non,Non,Non,Oui,Oui,Oui,Non,1
434,36,Femme,2eme cycle,16548.671143,Au foyer,Cadre,11,Non,Pratiquant regulier,NA,NA,Non,Non,Non,Non,Non,Oui,Non,1.1
435,72,Femme,Enseignement superieur y compris technique superieur,693.12945139,Retraite,Cadre,1,Oui,Pratiquant occasionnel,NA,NA,Non,Non,Non,Oui,Oui,Oui,Non,0
436,29,Femme,2eme cycle,6319.542334,Exerce une profession,NA,2,Oui,Ni croyance ni appartenance,Aussi important que le reste,Equilibre,Non,Non,Oui,Oui,Oui,Oui,Oui,0
437,35,Homme,Enseignement technique ou professionnel court,7671.196309,Exerce une profession,Ouvrier qualifie,3,Oui,Ni croyance ni appartenance,Moins important que le reste,Equilibre,Non,Non,Non,Oui,Oui,Non,Oui,1
438,72,Homme,Derniere annee d'etudes primaires,1901.3961983,Retraite,Ouvrier specialise,3,Non,Appartenance sans pratique,NA,NA,Non,Non,Non,Non,Non,Non,Non,4
439,57,Femme,1er cycle,1236.7326385,Autre inactif,Employe,4,Oui,Ni croyance ni appartenance,NA,NA,Non,Non,Non,Non,Non,Non,Non,5
440,40,Femme,Enseignement superieur y compris technique superieur,3433.1849212,Exerce une profession,Cadre,3,Oui,Pratiquant regulier,Moins important que le reste,Insatisfaction,Non,Non,Oui,Non,Non,Oui,Oui,0.9
441,60,Femme,Enseignement technique ou professionnel court,9280.5347112,Retraite,Employe,1,Oui,Pratiquant regulier,NA,NA,Non,Non,Non,Oui,Non,Oui,Non,2
442,36,Femme,Enseignement technique ou professionnel court,3082.671792,Exerce une profession,Employe,4,Non,NSP ou NVPR,Moins important que le reste,Satisfaction,Non,Non,Non,Oui,Oui,Oui,Non,2
443,54,Homme,N'a jamais fait d'etudes,10392.458565,Autre inactif,Ouvrier specialise,9,Non,Appartenance sans pratique,NA,NA,Non,Non,Non,Non,Non,Non,Non,4
444,21,Femme,NA,2405.383906,Exerce une profession,Employe,2,Non,Appartenance sans pratique,Aussi important que le reste,Satisfaction,Non,Non,Non,Non,Non,Oui,Non,0.7
445,25,Femme,Enseignement superieur y compris technique superieur,11050.062919,"Etudiant, eleve",NA,0,Oui,Appartenance sans pratique,NA,NA,Non,Non,Non,Non,Non,Oui,Oui,0
446,34,Homme,Enseignement technique ou professionnel court,14983.115178,Exerce une profession,Ouvrier specialise,3,Oui,Ni croyance ni appartenance,Aussi important que le reste,Equilibre,Non,Non,Oui,Non,Non,Non,Non,1
447,51,Femme,Enseignement technique ou professionnel court,4426.975137,Autre inactif,Ouvrier qualifie,2,Non,Appartenance sans pratique,NA,NA,Non,Non,Non,Non,Non,Oui,Non,5
448,64,Homme,1er cycle,8411.9232023,Retraite,Ouvrier qualifie,1,Oui,Pratiquant regulier,NA,NA,Non,Non,Non,Non,Non,Non,Non,0
449,32,Homme,NA,6310.7989199,Chomeur,Autre,2,Oui,NSP ou NVPR,NA,NA,Non,Non,Non,Non,Non,Non,Non,0
450,24,Femme,Enseignement technique ou professionnel long,6352.8385866,Chomeur,Employe,1,Non,Appartenance sans pratique,NA,NA,Non,Non,Non,Oui,Oui,Oui,Oui,4
451,35,Femme,Enseignement technique ou professionnel court,9657.9959472,Au foyer,Employe,4,Non,Ni croyance ni appartenance,NA,NA,Non,Non,Non,Oui,Non,Oui,Oui,2
452,35,Femme,Enseignement technique ou professionnel court,3098.4225267,Exerce une profession,Employe,1,Oui,Ni croyance ni appartenance,Moins important que le reste,Insatisfaction,Non,Non,Non,Non,Non,Oui,Non,1
