id;age;sexe;nivetud;poids;occup;qualif;freres_soeurs;clso;relig;trav_imp;trav_satisf;hard_rock;lecture_bd;peche_chasse;cuisine;bricol;cinema;sport;heures_tv
374;87;Femme;Derniere annee d'etudes primaires;620,07609208;Retraite;Autre;5;Non;Appartenance sans pratique;NA;NA;Non;Non;Non;Non;Non;Non;Non;2,0
375;58;Femme;Enseignement superieur y compris technique superieur;11920,31815200;Au foyer;Technicien;1;Oui;Pratiquant occasionnel;NA;NA;Non;Non;Non;Oui;Non;Oui;Non;3,0
376;29;Femme;Enseignement superieur y compris technique superieur;9683,57637590;Chomeur;Technicien;0;Non;Ni croyance ni appartenance;NA;NA;Non;Non;Non;Oui;Non;Oui;Oui;2,0
377;18;Homme;NA;11213,31215600;Etudiant, eleve;NA;1;Oui;Rejet;NA;NA;Non;Non;Non;Non;Non;Oui;Oui;1,4
378;22;Homme;Enseignement technique ou professionnel court;14830,58382900;Exerce une profession;Ouvrier specialise;6;Non;Ni croyance ni appartenance;Peu important;Satisfaction;Non;Non;Non;Non;Non;Oui;Oui;5,0
379;26;Femme;NA;14891,77336700;Etudiant, eleve;NA;3;Oui;Ni croyance ni appartenance;NA;NA;Non;Non;Non;Non;Non;Oui;Oui;2,0
380;31;Femme;Enseignement superieur y compris technique superieur;2756,88131400;Exerce une profession;Employe;1;Non;Rejet;Le plus important;Equilibre;Non;Non;Non;Non;Non;Oui;Oui;3,0
381;71;Homme;2eme cycle;6708,95595720;Retraite;Employe;1;Oui;Pratiquant occasionnel;NA;NA;Non;Non;Non;Non;Oui;Non;Non;8,0
382;26;Femme;NA;609,93820998;Exerce une profession;Employe;5;Oui;Pratiquant regulier;Moins important que le reste;Equilibre;Non;Non;Non;Oui;Non;Oui;Non;5,0
383;29;Femme;Enseignement superieur y compris technique superieur;4736,77217860;Exerce une profession;Cadre;2;Non;Pratiquant regulier;Aussi important que le reste;Insatisfaction;Non;Oui;Non;Non;Oui;Oui;Non;2,0
384;28;Femme;Enseignement superieur y compris technique superieur;6853,15984050;Exerce une profession;Employe;2;Non;Appartenance sans pratique;Aussi important que le reste;Satisfaction;Non;Non;Non;Oui;Non;Oui;Oui;0,0
385;49;Femme;2eme cycle;8482,97941800;Exerce une profession;Cadre;3;Oui;Appartenance sans pratique;Aussi important que le reste;Satisfaction;Non;Non;Non;Non;Oui;Oui;Non;1,4
386;33;Femme;Enseignement technique ou professionnel court;3359,91732350;Au foyer;Ouvrier specialise;3;Non;Ni croyance ni appartenance;NA;NA;Non;Non;Non;Non;Oui;Non;Non;3,0
387;40;Femme;Derniere annee d'etudes primaires;1377,17309060;Chomeur;Ouvrier specialise;5;Non;Appartenance sans pratique;NA;NA;Non;Non;Non;Oui;Non;Oui;Non;0,4
388;67;Femme;Enseignement technique ou professionnel court;11724,96670200;Retire des affaires;NA;1;Non;Appartenance sans pratique;NA;NA;Non;Non;Non;Non;Oui;Oui;Oui;2,1
389;50;Femme;Enseignement superieur y compris technique superieur;1119,40146720;Exerce une profession;Employe;0;Non;Ni croyance ni appartenance;Moins important que le reste;Satisfaction;Non;Non;Non;Oui;Oui;Oui;Non;1,0
390;29;Homme;Derniere annee d'etudes primaires;1581,01485500;Chomeur;Ouvrier specialise;3;Non;Appartenance sans pratique;NA;NA;Non;Non;Oui;Non;Non;Non;Non;2,0
391;58;Femme;Derniere annee d'etudes primaires;1345,96362600;Autre inactif;Employe;3;Oui;Pratiquant occasionnel;NA;NA;Non;Non;Non;Non;Non;Non;Non;12,0
392;33;Femme;A arrete ses etudes, avant la derniere annee d'etudes primaires;2985,77934220;Au foyer;Ouvrier specialise;3;Non;Pratiquant regulier;NA;NA;Non;Non;Non;Oui;Non;Non;Non;6,0
393;22;Femme;Enseignement technique ou professionnel long;9742,00106380;Exerce une profession;Employe;2;Non;Pratiquant occasionnel;Aussi important que le reste;Equilibre;Non;Non;Oui;Oui;Oui;Non;Oui;3,0
394;62;Femme;Enseignement superieur y compris technique superieur;900,58071227;Au foyer;Cadre;1;Oui;Pratiquant occasionnel;NA;NA;Non;Non;Non;Oui;Non;Oui;Oui;3,0
395;19;Femme;NA;7421,65110430;Etudiant, eleve;NA;1;Oui;Pratiquant occasionnel;NA;NA;Non;Non;Non;Oui;Non;Oui;Oui;3,0
396;51;Femme;Enseignement technique ou professionnel court;1045,70640910;Au foyer;Ouvrier specialise;4;Non;Pratiquant occasionnel;NA;NA;Non;Non;Non;Oui;Non;Non;Non;0,0
397;52;Femme;Derniere annee d'etudes primaires;570,41626368;Exerce une profession;Employe;5;Non;Rejet;Moins important que le reste;Satisfaction;Non;Non;Non;Non;Non;Oui;Non;3,0
398;60;Homme;A arrete ses etudes, avant la derniere annee d'etudes primaires;1166,84184830;Retraite;Ouvrier specialise;10;Non;Pratiquant regulier;NA;NA;Non;Non;Non;Non;Oui;Non;Non;3,0
399;31;Femme;Enseignement superieur y compris technique superieur;5825,48377190;Chomeur;Cadre;6;Non;Ni croyance ni appartenance;NA;NA;Non;Non;Non;Non;Non;Non;Oui;0,0
400;53;Femme;Derniere annee d'etudes primaires;845,69317370;Exerce une profession;Ouvrier qualifie;5;Non;Appartenance sans pratique;Peu important;Equilibre;Non;Non;Non;Oui;Non;Non;Non;0,6
401;44;Femme;Enseignement superieur y compris technique superieur;2814,56227560;Exerce une profession;Cadre;6;Oui;Appartenance sans pratique;Moins important que le reste;Satisfaction;Non;Non;Non;Oui;Non;Oui;Oui;0,6
402;35;Homme;Enseignement technique ou professionnel court;3226,42609110;Exerce une profession;Ouvrier qualifie;2;Non;Rejet;Peu important;Satisfaction;Non;Non;Non;Non;Oui;Non;Non;2,0
403;68;Homme;Derniere annee d'etudes primaires;9510,56235140;Retire des affaires;NA;0;Non;Appartenance sans pratique;NA;NA;Non;Non;Non;Non;Oui;Non;Non;3,0
404;27;Homme;2eme cycle;23867,62509700;Chomeur;Ouvrier qualifie;0;Oui;Rejet;NA;NA;Non;Non;Non;Non;Non;Oui;Oui;0,0
405;70;Femme;Derniere annee d'etudes primaires;9984,41425900;Retire des affaires;NA;1;Non;Pratiquant occasionnel;NA;NA;Non;Non;Oui;Oui;Non;Non;Oui;2,0
406;42;Homme;1er cycle;3991,23505330;Exerce une profession;Ouvrier specialise;2;Oui;Ni croyance ni appartenance;Moins important que le reste;Equilibre;Non;Non;Oui;Non;Oui;Non;Non;2,0
407;19;Homme;Enseignement technique ou professionnel long;3151,21925930;Chomeur;Ouvrier specialise;2;Non;Appartenance sans pratique;NA;NA;Non;Non;Oui;Oui;Non;Oui;Oui;4,0
408;66;Femme;N'a jamais fait d'etudes;3192,37880790;Au foyer;NA;3;Non;Appartenance sans pratique;NA;NA;Non;Non;Non;Oui;Non;Non;Non;4,0
409;46;Homme;Enseignement superieur y compris technique superieur;6587,14597810;Exerce une profession;Cadre;0;Non;Appartenance sans pratique;Moins important que le reste;Equilibre;Non;Non;Non;Oui;Oui;Oui;Oui;2,0
410;77;Femme;1er cycle;5188,08690490;Retire des affaires;NA;0;Non;Appartenance sans pratique;NA;NA;Non;Non;Non;Oui;Non;Non;Non;1,0
411;42;Homme;Enseignement technique ou professionnel court;3104,63683480;Exerce une profession;Profession intermediaire;3;Oui;Pratiquant regulier;Moins important que le reste;Satisfaction;Non;Non;Non;Non;Non;Non;Oui;2,0
412;22;Femme;NA;2260,45840610;Etudiant, eleve;NA;2;Oui;Pratiquant regulier;NA;NA;Non;Non;Non;Oui;Non;Non;Oui;2,0
413;35;Femme;Enseignement technique ou professionnel court;9336,18291050;Exerce une profession;Ouvrier specialise;3;Oui;Pratiquant occasionnel;Moins important que le reste;Insatisfaction;Non;Non;Non;Non;Non;Oui;Non;3,0
414;37;Femme;Enseignement technique ou professionnel court;8690,75571930;Exerce une profession;Employe;7;Non;Pratiquant regulier;Moins important que le reste;Satisfaction;Non;Non;Non;Non;Oui;Oui;Non;0,0
415;23;Homme;Enseignement technique ou professionnel long;888,20199396;Exerce une profession;Employe;4;Non;Appartenance sans pratique;Moins important que le reste;Equilibre;Non;Non;Non;Non;Non;Oui;Oui;0,0
416;64;Homme;Enseignement superieur y compris technique superieur;1043,81665670;Retraite;Cadre;2;Non;Appartenance sans pratique;NA;NA;Non;Non;Non;Oui;Oui;Oui;Oui;3,0
417;29;Femme;Enseignement technique ou professionnel long;194,44284844;Chomeur;Ouvrier specialise;3;Non;Ni croyance ni appartenance;NA;NA;Non;Non;Non;Oui;Oui;Oui;Non;4,0
418;58;Homme;N'a jamais fait d'etudes;1737,17402780;Retraite;Ouvrier qualifie;2;Non;Pratiquant regulier;NA;NA;Non;Non;Non;Non;Non;Non;Non;1,0
419;39;Homme;Enseignement technique ou professionnel court;6721,53252610;Exerce une profession;Profession intermediaire;1;Non;Ni croyance ni appartenance;Moins important que le reste;Equilibre;Non;Non;Non;Oui;Oui;Oui;Non;3,0
420;39;Homme;Enseignement technique ou professionnel court;6822,87710220;Exerce une profession;Ouvrier specialise;3;Oui;Ni croyance ni appartenance;Aussi important que le reste;Insatisfaction;Non;Non;Oui;Oui;Oui;Non;Oui;3,0
421;73;Homme;A arrete ses etudes, avant la derniere annee d'etudes primaires;18190,65371600;Retraite;Employe;2;Oui;Pratiquant occasionnel;NA;NA;Non;Non;Non;Non;Non;Non;Non;10,0
422;57;Homme;Enseignement technique ou professionnel court;5988,20683270;Exerce une profession;Profession intermediaire;0;Oui;Appartenance sans pratique;Moins important que le reste;Equilibre;Non;Non;Non;Non;Non;Non;Non;3,0
423;57;Homme;Derniere annee d'etudes primaires;1879,08794180;Autre inactif;Ouvrier qualifie;3;Non;Appartenance sans pratique;NA;NA;Non;Non;Oui;Non;Oui;Non;Non;4,0
424;57;Femme;Derniere annee d'etudes primaires;3963,18407820;Exerce une profession;Employe;1;Oui;Appartenance sans pratique;Moins important que le reste;Satisfaction;Non;Non;Non;Oui;Oui;Oui;Non;0,0
425;44;Femme;Enseignement technique ou professionnel court;2234,11812800;Exerce une profession;Ouvrier specialise;1;Oui;Ni croyance ni appartenance;Peu important;Equilibre;Non;Non;Non;Oui;Non;Oui;Non;2,0
426;66;Femme;N'a jamais fait d'etudes;2147,84106280;Retraite;Technicien;5;Non;Pratiquant regulier;NA;NA;Non;Non;Non;Non;Oui;Non;Non;10,0
427;19;Homme;Enseignement technique ou professionnel court;2472,31232860;Exerce une profession;Ouvrier specialise;7;Non;Appartenance sans pratique;Moins important que le reste;Equilibre;Non;Non;Non;Non;Non;Oui;Oui;0,4
428;24;Homme;Enseignement superieur y compris technique superieur;8569,68033250;Exerce une profession;Technicien;1;Oui;Appartenance sans pratique;Moins important que le reste;Satisfaction;Non;Non;Non;Non;Oui;Non;Oui;0,0
429;32;Femme;2eme cycle;5907,34751250;Chomeur;Employe;0;Oui;Pratiquant occasionnel;NA;NA;Non;Non;Non;Oui;Non;Non;Non;5,0
430;40;Femme;Enseignement technique ou professionnel court;9178,11612380;Exerce une profession;Employe;4;Non;Pratiquant occasionnel;Aussi important que le reste;Equilibre;Non;Non;Non;Non;Non;Non;Oui;0,0
431;44;Homme;Derniere annee d'etudes primaires;1610,88968220;Exerce une profession;Profession intermediaire;4;Non;Ni croyance ni appartenance;Aussi important que le reste;Satisfaction;Non;Non;Oui;Non;Non;Oui;Non;3,0
432;26;Femme;2eme cycle;6809,89949700;Chomeur;Employe;2;Non;Ni croyance ni appartenance;NA;NA;Non;Non;Non;Non;Oui;Non;Non;1,0
433;40;Femme;1er cycle;4540,62082490;Exerce une profession;Profession intermediaire;3;Non;Pratiquant occasionnel;Moins important que le reste;Satisfaction;Non;Non;Non;Oui;Oui;Oui;Non;1,0
434;36;Femme;2eme cycle;16548,67114300;Au foyer;Cadre;11;Non;Pratiquant regulier;NA;NA;Non;Non;Non;Non;Non;Oui;Non;1,1
435;72;Femme;Enseignement superieur y compris technique superieur;693,12945139;Retraite;Cadre;1;Oui;Pratiquant occasionnel;NA;NA;Non;Non;Non;Oui;Oui;Oui;Non;0,0
436;29;Femme;2eme cycle;6319,54233400;Exerce une profession;NA;2;Oui;Ni croyance ni appartenance;Aussi important que le reste;Equilibre;Non;Non;Oui;Oui;Oui;Oui;Oui;0,0
437;35;Homme;Enseignement technique ou professionnel court;7671,19630900;Exerce une profession;Ouvrier qualifie;3;Oui;Ni croyance ni appartenance;Moins important que le reste;Equilibre;Non;Non;Non;Oui;Oui;Non;Oui;1,0
438;72;Homme;Derniere annee d'etudes primaires;1901,39619830;Retraite;Ouvrier specialise;3;Non;Appartenance sans pratique;NA;NA;Non;Non;Non;Non;Non;Non;Non;4,0
439;57;Femme;1er cycle;1236,73263850;Autre inactif;Employe;4;Oui;Ni croyance ni appartenance;NA;NA;Non;Non;Non;Non;Non;Non;Non;5,0
440;40;Femme;Enseignement superieur y compris technique superieur;3433,18492120;Exerce une profession;Cadre;3;Oui;Pratiquant regulier;Moins important que le reste;Insatisfaction;Non;Non;Oui;Non;Non;Oui;Oui;0,9
441;60;Femme;Enseignement technique ou professionnel court;9280,53471120;Retraite;Employe;1;Oui;Pratiquant regulier;NA;NA;Non;Non;Non;Oui;Non;Oui;Non;2,0
442;36;Femme;Enseignement technique ou professionnel court;3082,67179200;Exerce une profession;Employe;4;Non;NSP ou NVPR;Moins important que le reste;Satisfaction;Non;Non;Non;Oui;Oui;Oui;Non;2,0
443;54;Homme;N'a jamais fait d'etudes;10392,45856500;Autre inactif;Ouvrier specialise;9;Non;Appartenance sans pratique;NA;NA;Non;Non;Non;Non;Non;Non;Non;4,0
444;21;Femme;NA;2405,38390600;Exerce une profession;Employe;2;Non;Appartenance sans pratique;Aussi important que le reste;Satisfaction;Non;Non;Non;Non;Non;Oui;Non;0,7
445;25;Femme;Enseignement superieur y compris technique superieur;11050,06291900;Etudiant, eleve;NA;0;Oui;Appartenance sans pratique;NA;NA;Non;Non;Non;Non;Non;Oui;Oui;0,0
446;34;Homme;Enseignement technique ou professionnel court;14983,11517800;Exerce une profession;Ouvrier specialise;3;Oui;Ni croyance ni appartenance;Aussi important que le reste;Equilibre;Non;Non;Oui;Non;Non;Non;Non;1,0
447;51;Femme;Enseignement technique ou professionnel court;4426,97513700;Autre inactif;Ouvrier qualifie;2;Non;Appartenance sans pratique;NA;NA;Non;Non;Non;Non;Non;Oui;Non;5,0
448;64;Homme;1er cycle;8411,92320230;Retraite;Ouvrier qualifie;1;Oui;Pratiquant regulier;NA;NA;Non;Non;Non;Non;Non;Non;Non;0,0
449;32;Homme;NA;6310,79891990;Chomeur;Autre;2;Oui;NSP ou NVPR;NA;NA;Non;Non;Non;Non;Non;Non;Non;0,0
450;24;Femme;Enseignement technique ou professionnel long;6352,83858660;Chomeur;Employe;1;Non;Appartenance sans pratique;NA;NA;Non;Non;Non;Oui;Oui;Oui;Oui;4,0
451;35;Femme;Enseignement technique ou professionnel court;9657,99594720;Au foyer;Employe;4;Non;Ni croyance ni appartenance;NA;NA;Non;Non;Non;Oui;Non;Oui;Oui;2,0
452;35;Femme;Enseignement technique ou professionnel court;3098,42252670;Exerce une profession;Employe;1;Oui;Ni croyance ni appartenance;Moins important que le reste;Insatisfaction;Non;Non;Non;Non;Non;Oui;Non;1,0
453;19;Homme;NA;4443,46418330;Etudiant, eleve;NA;1;Oui;Appartenance sans pratique;NA;NA;Non;Non;Non;Non;Non;Oui;Oui;0,0
454;50;Femme;2eme cycle;3436,36088210;Au foyer;Employe;2;Non;Pratiquant occasionnel;NA;NA;Non;Non;Non;Oui;Oui;Non;Non;5,0
455;28;Homme;NA;9354,26752990;Etudiant, eleve;Employe;1;Non;Ni croyance ni appartenance;NA;NA;Non;Non;Non;Oui;Oui;Oui;Oui;1,0
456;64;Homme;N'a jamais fait d'etudes;3560,02132820;Retraite;Ouvrier specialise;4;Non;Appartenance sans pratique;NA;NA;Non;Non;Non;Non;Non;Non;Non;1,0
457;57;Homme;Enseignement technique ou professionnel long;4794,21617970;Chomeur;Profession intermediaire;2;Oui;Appartenance sans pratique;NA;NA;Non;Non;Non;Non;Non;Non;Non;5,0
458;56;Homme;Enseignement superieur y compris technique superieur;3244,10614840;Exerce une profession;NA;2;Oui;Appartenance sans pratique;Aussi important que le reste;Satisfaction;Non;Non;Non;Non;Oui;Non;Non;0,4
459;78;Femme;Derniere annee d'etudes primaires;6259,80711620;Retraite;Employe;2;Non;Pratiquant occasionnel;NA;NA;Non;Non;Non;Non;Non;Non;Non;4,0
460;39;Femme;Enseignement technique ou professionnel court;3029,04201580;Exerce une profession;Employe;1;Non;Appartenance sans pratique;Aussi important que le reste;Equilibre;Non;Non;Non;Oui;Non;Oui;Non;4,0
461;27;Femme;Enseignement technique ou professionnel long;16098,20044900;Au foyer;Employe;2;Oui;Ni croyance ni appartenance;NA;NA;Non;Non;Oui;Oui;Non;Oui;Oui;2,0
462;47;Homme;2eme cycle;1621,77239710;Exerce une profession;Profession intermediaire;1;Oui;Pratiquant occasionnel;Moins important que le reste;Equilibre;Non;Non;Non;Non;Oui;Non;Oui;2,0
463;54;Femme;Enseignement superieur y compris technique superieur;1194,07885690;Exerce une profession;Cadre;1;Oui;Rejet;Moins important que le reste;Satisfaction;Non;Non;Non;Oui;Non;Non;Non;2,0
464;81;Femme;Derniere annee d'etudes primaires;2916,92540130;Retraite;Employe;4;Oui;Ni croyance ni appartenance;NA;NA;Non;Non;Non;Non;Non;Non;Non;1,0
465;41;Femme;Enseignement superieur y compris technique superieur;6099,73891840;Exerce une profession;Cadre;1;Oui;Ni croyance ni appartenance;Moins important que le reste;Equilibre;Non;Non;Non;Non;Non;Oui;Oui;1,4
466;38;Femme;2eme cycle;8727,14870080;Exerce une profession;Ouvrier qualifie;2;Oui;Ni croyance ni appartenance;Moins important que le reste;Satisfaction;Non;Non;Non;Oui;Non;Oui;Oui;1,0
467;37;Femme;Enseignement superieur y compris technique superieur;10164,74109800;Exerce une profession;Employe;2;Non;Ni croyance ni appartenance;Moins important que le reste;Equilibre;Non;Non;Non;Oui;Oui;Oui;Oui;0,6
468;54;Femme;Derniere annee d'etudes primaires;5476,15028550;Exerce une profession;Employe;8;Non;Appartenance sans pratique;Moins important que le reste;Equilibre;Non;Non;Non;Oui;Oui;Non;Non;3,0
469;38;Homme;2eme cycle;3611,14686330;Exerce une profession;Profession intermediaire;0;Non;Ni croyance ni appartenance;Moins important que le reste;Equilibre;Non;Non;Non;Oui;Oui;Oui;Oui;4,0
470;40;Femme;Enseignement superieur y compris technique superieur;1387,68058270;Exerce une profession;Cadre;3;Non;Appartenance sans pratique;Peu important;Equilibre;Non;Non;Oui;Non;Oui;Oui;Non;0,7
471;32;Femme;Enseignement technique ou professionnel court;5703,31870670;Au foyer;Ouvrier qualifie;4;Ne sait pas;Ni croyance ni appartenance;NA;NA;Non;Non;Non;Oui;Non;Non;Oui;3,0
472;38;Homme;Enseignement superieur y compris technique superieur;2898,45873630;Exerce une profession;Technicien;5;Non;Pratiquant regulier;Moins important que le reste;Equilibre;Non;Non;Non;Non;Oui;Non;Oui;3,0
473;39;Homme;Enseignement technique ou professionnel court;4273,89328340;Exerce une profession;Technicien;5;Non;Appartenance sans pratique;Moins important que le reste;Equilibre;Non;Non;Non;Non;Non;Oui;Oui;1,1
474;23;Homme;NA;4485,27844410;Etudiant, eleve;NA;4;Non;Pratiquant occasionnel;NA;NA;Non;Non;Non;Non;Oui;Oui;Oui;2,0
475;62;Femme;Enseignement technique ou professionnel long;1022,90987210;Retraite;Employe;4;Non;Appartenance sans pratique;NA;NA;Non;Non;Non;Non;Non;Non;Non;3,0
476;39;Femme;2eme cycle;2687,28113810;Exerce une profession;Profession intermediaire;1;Non;Appartenance sans pratique;Moins important que le reste;Equilibre;Non;Non;Non;Oui;Non;Oui;Non;2,0
477;50;Femme;Enseignement technique ou professionnel court;8233,92115870;Au foyer;Employe;1;Non;Appartenance sans pratique;NA;NA;Non;Non;Non;Oui;Non;Oui;Oui;2,0
478;35;Homme;Enseignement technique ou professionnel court;9000,59786750;Exerce une profession;Ouvrier qualifie;2;Oui;Rejet;Moins important que le reste;Equilibre;Non;Non;Non;Non;Non;Oui;Non;3,0
479;33;Homme;Enseignement technique ou professionnel court;8368,88107000;Exerce une profession;Technicien;1;Oui;Pratiquant occasionnel;Moins important que le reste;Equilibre;Non;Non;Oui;Oui;Oui;Non;Oui;3,0
480;78;Femme;1er cycle;7312,43454730;Au foyer;NA;2;Non;Pratiquant occasionnel;NA;NA;Non;Non;Non;Oui;Oui;Non;Non;3,0
481;47;Femme;Derniere annee d'etudes primaires;2334,28725230;Exerce une profession;Employe;6;Oui;Appartenance sans pratique;Moins important que le reste;Equilibre;Non;Non;Oui;Non;Non;Non;Non;3,0
482;48;Femme;Derniere annee d'etudes primaires;835,70647063;Au foyer;Ouvrier specialise;2;Oui;Pratiquant regulier;NA;NA;Non;Non;Non;Oui;Oui;Non;Oui;3,0
483;62;Femme;Derniere annee d'etudes primaires;401,14929240;Exerce une profession;Employe;1;Oui;NSP ou NVPR;Moins important que le reste;Insatisfaction;Non;Non;Non;Oui;Oui;Non;Non;2,0
484;37;Femme;Enseignement superieur y compris technique superieur;2236,79268810;Exerce une profession;NA;1;Non;Ni croyance ni appartenance;Moins important que le reste;Insatisfaction;Non;Non;Non;Oui;Oui;Oui;Oui;1,4
485;52;Homme;1er cycle;1484,20197680;Autre inactif;Ouvrier specialise;8;Non;Pratiquant regulier;NA;NA;Non;Non;Non;Non;Non;Non;Non;1,0
486;62;Femme;Derniere annee d'etudes primaires;1286,75139920;Retraite;Ouvrier qualifie;7;Non;Pratiquant occasionnel;NA;NA;Non;Non;Non;Non;Non;Non;Non;4,0
487;52;Homme;Enseignement superieur y compris technique superieur;2007,28538320;Exerce une profession;Cadre;2;Oui;Appartenance sans pratique;Moins important que le reste;Satisfaction;Non;Non;Oui;Oui;Oui;Non;Non;0,4
488;20;Homme;NA;11485,34056400;Etudiant, eleve;NA;2;Oui;Appartenance sans pratique;NA;NA;Non;Oui;Non;Oui;Non;Oui;Oui;0,0
489;56;Femme;Enseignement superieur y compris technique superieur;2677,21453170;Retraite;Cadre;2;Non;Ni croyance ni appartenance;NA;NA;Non;Non;Non;Non;Oui;Non;Non;4,0
490;23;Femme;2eme cycle;3426,57992030;Exerce une profession;Employe;4;Non;Appartenance sans pratique;Aussi important que le reste;Satisfaction;Non;Non;Non;Non;Non;Oui;Non;1,0
491;73;Femme;N'a jamais fait d'etudes;2759,58066710;Autre inactif;Ouvrier specialise;3;Non;Pratiquant occasionnel;NA;NA;Non;Non;Non;Oui;Non;Non;Non;4,0
492;34;Homme;Enseignement superieur y compris technique superieur;78,07834030;Exerce une profession;Employe;9;Non;Pratiquant regulier;Peu important;Equilibre;Non;Oui;Oui;Oui;Oui;Oui;Oui;1,0
493;47;Femme;Enseignement technique ou professionnel court;3032,38413700;Exerce une profession;Employe;1;Oui;Pratiquant occasionnel;Moins important que le reste;Equilibre;Non;Non;Non;Oui;Oui;Non;Non;1,0
494;40;Homme;2eme cycle;1038,21685000;Exerce une profession;Cadre;4;Non;Appartenance sans pratique;Moins important que le reste;Equilibre;Non;Non;Non;Oui;Oui;Oui;Oui;3,0
495;82;Femme;Enseignement technique ou professionnel court;5014,43511410;Retraite;Employe;1;Ne sait pas;Pratiquant regulier;NA;NA;Non;Non;Non;Non;Non;Non;Oui;3,0
496;20;Femme;NA;14228,21378400;Etudiant, eleve;NA;2;Oui;Pratiquant occasionnel;NA;NA;Non;Non;Non;Oui;Oui;Oui;Oui;2,0
497;42;Homme;Enseignement technique ou professionnel court;7008,74857410;Exerce une profession;Ouvrier qualifie;3;Non;Appartenance sans pratique;Moins important que le reste;Equilibre;Non;Non;Non;Non;Non;Non;Non;0,0
498;38;Femme;Enseignement superieur y compris technique superieur;952,94773158;Exerce une profession;Cadre;1;Non;Pratiquant occasionnel;Aussi important que le reste;Equilibre;Non;Non;Non;Oui;Non;Non;Oui;0,0
499;56;Homme;Enseignement technique ou professionnel court;1461,80248800;Exerce une profession;Ouvrier qualifie;2;Oui;Pratiquant regulier;Moins important que le reste;Equilibre;Non;Non;Non;Oui;Oui;Non;Non;2,0
500;63;Homme;Derniere annee d'etudes primaires;2290,05819070;Retraite;Technicien;1;Non;Appartenance sans pratique;NA;NA;Non;Non;Non;Non;Non;Non;Non;5,0
501;77;Homme;A arrete ses etudes, avant la derniere annee d'etudes primaires;2151,26932200;Retraite;Ouvrier qualifie;6;Non;Ni croyance ni appartenance;NA;NA;Non;Non;Non;Oui;Non;Non;Non;0,0
502;44;Homme;Derniere annee d'etudes primaires;1180,50683890;Exerce une profession;Ouvrier qualifie;3;Non;Appartenance sans pratique;Aussi important que le reste;Equilibre;Non;Non;Non;Non;Oui;Non;Non;2,0
503;30;Homme;Enseignement superieur y compris technique superieur;14755,43867600;Exerce une profession;Employe;8;Non;Rejet;Moins important que le reste;Insatisfaction;Non;Non;Non;Oui;Oui;Oui;Non;3,0
504;40;Femme;1er cycle;14201,23880000;Exerce une profession;Employe;2;Oui;Appartenance sans pratique;Moins important que le reste;Equilibre;Non;Non;Non;Oui;Oui;Oui;Oui;2,0
505;44;Femme;Enseignement technique ou professionnel court;3190,33875160;Exerce une profession;Employe;2;Oui;Appartenance sans pratique;Moins important que le reste;Equilibre;Non;Non;Non;Non;Non;Non;Oui;3,0
506;60;Homme;Enseignement superieur y compris technique superieur;1781,37958300;Exerce une profession;NA;3;Oui;Appartenance sans pratique;Aussi important que le reste;Satisfaction;Non;Non;Non;Oui;Oui;Oui;Oui;1,0
507;58;Femme;A arrete ses etudes, avant la derniere annee d'etudes primaires;820,59816593;Autre inactif;Ouvrier specialise;5;Oui;Pratiquant occasionnel;NA;NA;Non;Non;Non;Non;Non;Non;Non;4,0
508;60;Homme;Enseignement technique ou professionnel court;3832,53846060;Retraite;Ouvrier qualifie;1;Oui;Ni croyance ni appartenance;NA;NA;Non;Non;Non;Non;Oui;Non;Non;4,0
509;77;Femme;1er cycle;12156,75299200;Retraite;Cadre;6;Oui;Pratiquant occasionnel;NA;NA;Non;Non;Non;Oui;Non;Non;Non;3,0
510;72;Homme;Derniere annee d'etudes primaires;1974,33009760;Retraite;Ouvrier specialise;7;Oui;Appartenance sans pratique;NA;NA;Non;Non;Oui;Oui;Non;Non;Oui;4,0
511;18;Homme;NA;2448,16200010;Etudiant, eleve;NA;6;Non;Pratiquant regulier;NA;NA;Non;Non;Non;Non;Oui;Oui;Oui;3,0
512;38;Femme;2eme cycle;5360,54406230;Exerce une profession;Profession intermediaire;2;Oui;Appartenance sans pratique;Moins important que le reste;Equilibre;Non;Non;Non;Oui;Oui;Oui;Non;3,0
513;51;Homme;Enseignement technique ou professionnel long;5846,34784630;Exerce une profession;Profession intermediaire;3;Non;Pratiquant regulier;Moins important que le reste;Equilibre;Non;Non;Oui;Non;Non;Non;Oui;3,0
514;58;Femme;Derniere annee d'etudes primaires;802,00737376;Autre inactif;NA;1;Non;Appartenance sans pratique;NA;NA;Non;Non;Non;Oui;Non;Non;Non;3,0
515;35;Femme;Enseignement superieur y compris technique superieur;8496,84882130;Exerce une profession;Employe;3;Non;Ni croyance ni appartenance;Moins important que le reste;Equilibre;Non;Non;Non;Oui;Oui;Non;Oui;2,0
516;37;Homme;Enseignement technique ou professionnel court;2804,51064270;Exerce une profession;Ouvrier qualifie;4;Oui;Appartenance sans pratique;Aussi important que le reste;Equilibre;Non;Non;Non;Non;Oui;Oui;Non;3,0
517;54;Femme;Enseignement superieur y compris technique superieur;6013,76986160;Exerce une profession;Autre;2;Non;Appartenance sans pratique;Moins important que le reste;Satisfaction;Non;Non;Non;Oui;Oui;Non;Oui;2,0
