code_insee;commune;code_region;region;code_departement;departement;pop_tot;pop_cl;pop_0_14;pop_15_29;pop_18_24;pop_75p;pop_femmes;pop_act_15p;pop_chom;pop_agric;pop_indep;pop_cadres;pop_interm;pop_empl;pop_ouvr;pop_scol_18_24;pop_non_scol_15p;pop_dipl_aucun;pop_dipl_bepc;pop_dipl_capbep;pop_dipl_bac;pop_dipl_bac2;pop_dipl_sup;log_rp;log_proprio;log_loc;log_hlm;log_sec;log_maison;log_appart;age_0_14;age_15_29;age_75p;femmes;chom;agric;indep;cadres;interm;empl;ouvr;etud;dipl_aucun;dipl_bepc;dipl_capbep;dipl_bac;dipl_bac2;dipl_sup;resid_sec;proprio;locataire;hlm;maison;appart
16358;Saint-Yrieix-sur-Charente;54;Poitou-Charentes;16;Charente;7124;5 001-10 000;1235;973;378;729;3736;3279;363;25;313;423;896;970;651;170;5439;664;318;1451;1018;774;687;3106;2124;940;252;35;2868;216;17,33576642335766;13,65805727119596;10,233015160022459;52,4424480628860;11,07044830741080;0,76242756938090883;9,545593168648979;12,90027447392498;27,32540408661177;29,58218969197926;19,85361390667887;44,97354497354497;12,20812649384078;5,846662989520132;26,67769810626954;18,716675859533002;14,230557087699944;12,630998345284059;1,1142948105698822;68,3837733419189;30,26400515132003;8,1133290405666454;92,337411461687054;6,954282034771410
16366;Segonzac;54;Poitou-Charentes;16;Charente;2128;2 000-3 000;336;295;143;276;1083;1003;101;50;76;76;207;208;348;45;1680;274;93;469;278;265;120;918;649;230;19;33;852;62;15,78947368421053;13,86278195488722;12,969924812030076;50,8928571428571;10,06979062811565;4,98504486540378888;7,577268195413758;7,57726819541376;20,63808574277169;20,73778664007976;34,69591226321037;31,46853146853147;16,30952380952381;5,535714285714286;27,91666666666667;16,547619047619047;15,773809523809524;7,142857142857142;3,4700315457413247;70,6971677559913;25,05446623093682;2,0697167755991286;92,810457516339866;6,753812636165578
16374;Soyaux;54;Poitou-Charentes;16;Charente;9570;5 001-10 000;1829;1446;637;1181;5256;3738;919;7;192;361;820;1203;992;287;7028;1493;532;1855;1177;637;657;4399;2028;2311;1701;28;2437;1905;19,11180773249739;15,10971786833856;12,340647857889238;54,9216300940439;24,58533975387908;0,18726591760299627;5,136436597110754;9,65757089352595;21,93686463349385;32,18298555377207;26,53825575173890;45,05494505494506;21,24359704040979;7,569721115537849;26,39442231075697;16,747296528173024;9,063745019920319;9,348321001707456;0,6324824937881184;46,1013866787906;52,53466696976585;38,6678790634235057;55,398954307797219;43,305296658331436
17003;Aigrefeuille-d'Aunis;54;Poitou-Charentes;17;Charente-Maritime;3724;3 001-5 000;660;517;203;399;1917;1688;174;20;140;128;483;479;411;80;2815;439;166;866;436;326;231;1579;1151;409;39;43;1477;99;17,72287862513426;13,88292158968851;10,714285714285714;51,4769065520945;10,30805687203791;1,18483412322274884;8,293838862559241;7,58293838862559;28,61374407582938;28,37677725118483;24,34834123222749;39,40886699507389;15,59502664298401;5,896980461811723;30,76376554174067;15,488454706927177;11,580817051509769;8,206039076376555;2,6510480887792851;72,8942368587714;25,90246991766941;2,4699176694110196;93,540215326155788;6,269791006966434
17008;Andilly;54;Poitou-Charentes;17;Charente-Maritime;2039;2 000-3 000;439;284;106;96;1007;1069;114;10;38;118;301;302;323;43;1468;199;70;480;263;227;119;801;655;137;0;27;787;13;21,53016184404120;13,92839627268269;4,708190289357528;49,3869543894066;10,66417212347989;0,93545369504209541;3,554724041159962;11,03835360149673;28,15715622076707;28,25070159027128;30,21515434985968;40,56603773584906;13,55585831062670;4,768392370572207;32,69754768392371;17,915531335149865;15,463215258855586;8,106267029972752;3,2608695652173911;81,7727840199750;17,10362047440699;0,0000000000000000;98,252184769038692;1,622971285892634
17010;Angoulins;54;Poitou-Charentes;17;Charente-Maritime;3791;3 001-5 000;553;522;259;463;1976;1592;202;15;115;233;453;514;317;125;2958;301;187;747;530;423;442;1715;1211;477;79;226;1526;164;14,58718016354524;13,76945396992878;12,213136375626483;52,1234502769718;12,68844221105528;0,94221105527638183;7,223618090452261;14,63567839195980;28,45477386934673;32,28643216080402;19,91206030150754;48,26254826254826;10,17579445571332;6,321839080459771;25,25354969574036;17,917511832319136;14,300202839756594;14,942528735632186;11,6434827408552302;70,6122448979592;27,81341107871720;4,6064139941690962;88,979591836734699;9,562682215743440
17021;Arvert;54;Poitou-Charentes;17;Charente-Maritime;3259;3 001-5 000;431;404;175;435;1693;1351;175;92;174;62;191;441;339;41;2670;621;197;724;351;173;128;1491;1163;293;17;352;1401;74;13,22491561828782;12,39644062595888;13,347652654188401;51,9484504449218;12,95336787564767;6,80977054034048912;12,879348630643966;4,58919319022946;14,13767579570688;32,64248704663213;25,09252405625463;23,42857142857143;23,25842696629213;7,378277153558052;27,11610486891386;13,146067415730336;6,479400749063670;4,794007490636704;19,0992946283233849;78,0013413816231;19,65124077800134;1,1401743796109993;93,963782696177063;4,963112005365526
17028;Aytré;54;Poitou-Charentes;17;Charente-Maritime;8948;5 001-10 000;1210;1916;1033;1001;4688;4271;618;16;279;602;1222;1170;932;522;6914;970;436;1836;1137;898;856;4489;2191;2250;589;122;2605;1808;13,52257487706750;21,41260616897631;11,186857398301296;52,3915958873491;14,46967923202997;0,37461952704284712;6,532428002809647;14,09505970498712;28,61156637789745;27,39405291500819;21,82158745024584;50,53242981606970;14,02950535146081;6,306045704367949;26,55481631472375;16,444894417124676;12,988140005785361;12,380676887474689;2,6458468878768167;48,8081978168857;50,12252171975942;13,1209623524170205;58,030741813321448;40,276230786366675
17051;Le Bois-Plage-en-Ré;54;Poitou-Charentes;17;Charente-Maritime;2353;2 000-3 000;300;268;126;304;1221;930;114;0;180;84;208;236;176;51;1929;262;118;468;361;209;273;1103;813;239;50;1894;1029;65;12,74968125796855;11,38971525711857;12,919677008074798;51,8912027199320;12,25806451612903;0,00000000000000000;19,354838709677420;9,03225806451613;22,36559139784946;25,37634408602151;18,92473118279570;40,47619047619047;13,58216692586833;6,117159149818558;24,26127527216174;18,714359771902540;10,834629341627787;14,152410575427682;63,1965298631965240;73,7080689029918;21,66817769718948;4,5330915684496826;93,291024478694467;5,893019038984588
17058;Bourcefranc-le-Chapus;54;Poitou-Charentes;17;Charente-Maritime;3388;3 001-5 000;441;426;208;559;1740;1349;230;107;123;99;243;378;386;75;2769;642;199;742;371;205;134;1653;1168;448;44;313;1467;176;13,01652892561984;12,57378984651712;16,499409681227863;51,3577331759150;17,04966641957005;7,93180133432171974;9,117865085248331;7,33876945885841;18,01334321719792;28,02075611564122;28,61378799110452;36,05769230769231;23,18526543878657;7,186710003611411;26,79667750090286;13,398338750451428;7,403394727338389;4,839292163235825;15,9206510681586977;70,6594071385360;27,10223835450696;2,6618269812462190;88,747731397459162;10,647307924984876
17064;Breuillet;54;Poitou-Charentes;17;Charente-Maritime;2674;2 000-3 000;394;257;105;334;1365;1035;120;52;167;135;246;321;182;41;2171;245;159;607;401;269;224;1188;951;210;13;305;1138;43;14,73448017950636;9,61106955871354;12,490650710545999;51,0471204188482;11,59420289855072;5,02415458937198078;16,135265700483092;13,04347826086956;23,76811594202898;31,01449275362319;17,58454106280193;39,04761904761905;11,28512206356518;7,323813910640258;27,95946568401658;18,470750806080147;12,390603408567479;10,317825886688162;20,4286671131949085;80,0505050505051;17,67676767676768;1,0942760942760943;95,791245791245800;3,619528619528620
17086;Chaniers;54;Poitou-Charentes;17;Charente-Maritime;3502;3 001-5 000;569;413;143;337;1808;1570;156;4;119;166;423;505;238;50;2755;407;178;827;487;320;186;1567;1242;298;26;69;1514;42;16,24785836664763;11,79326099371788;9,623072529982867;51,6276413478013;9,93630573248408;0,25477707006369427;7,579617834394904;10,57324840764331;26,94267515923567;32,16560509554140;15,15923566878981;34,96503496503497;14,77313974591652;6,460980036297641;30,01814882032668;17,676950998185117;11,615245009074410;6,751361161524501;4,2176039119804400;79,2597319719209;19,01723037651563;1,6592214422463305;96,617740906190178;2,680280791320996
17093;Le Château-d'Oléron;54;Poitou-Charentes;17;Charente-Maritime;3949;3 001-5 000;507;427;193;578;2114;1622;213;140;171;93;256;575;329;51;3270;487;285;857;520;321;206;1949;1340;546;94;1276;1695;237;12,83869334008610;10,81286401620663;14,636616865029120;53,5325398835148;13,13193588162762;8,63131935881627577;10,542540073982737;5,73366214549938;15,78298397040690;35,45006165228114;20,28360049321825;26,42487046632124;14,89296636085627;8,715596330275229;26,20795107033639;15,902140672782874;9,816513761467890;6,299694189602446;39,5658914728682163;68,7532067727039;28,01436634171370;4,8229861467419193;86,967675731144183;12,160082093381220
17094;Châtelaillon-Plage;54;Poitou-Charentes;17;Charente-Maritime;5937;5 001-10 000;716;781;398;972;3217;2334;297;8;216;420;652;652;436;205;4801;675;333;1166;824;614;609;3009;1963;971;59;1645;2417;532;12,05996294424794;13,15479198248274;16,371905002526528;54,1856156307900;12,72493573264782;0,34275921165381323;9,254498714652955;17,99485861182519;27,93487574978577;27,93487574978577;18,68037703513282;51,50753768844221;14,05957092272443;6,936054988544053;24,28660695688398;17,163091022703604;12,789002291189336;12,684857321391377;35,3459389772238950;65,2376204719176;32,26985709538053;1,9607843137254901;80,325689597873051;17,680292455965439
17131;Cozes;54;Poitou-Charentes;17;Charente-Maritime;2041;2 000-3 000;283;253;99;326;1070;822;118;16;87;75;126;340;182;28;1650;340;113;469;264;148;93;961;685;262;3;98;824;129;13,86575208231259;12,39588437040666;15,972562469377758;52,4252817246448;14,35523114355231;1,94647201946472026;10,583941605839415;9,12408759124088;15,32846715328467;41,36253041362530;22,14111922141119;28,28282828282828;20,60606060606061;6,848484848484848;28,42424242424243;16,000000000000000;8,969696969696969;5,636363636363637;9,2540132200188872;71,2799167533819;27,26326742976067;0,3121748178980229;85,744016649323612;13,423517169614986
17140;Dolus-d'Oléron;54;Poitou-Charentes;17;Charente-Maritime;3207;3 001-5 000;444;372;145;458;1673;1353;186;98;156;121;279;441;300;41;2617;402;194;745;440;290;200;1563;1101;423;50;2696;1454;93;13,84471468662301;11,59962581852198;14,281259744309324;52,1671343935142;13,74722838137472;7,24316334072431633;11,529933481152993;8,94308943089431;20,62084257206208;32,59423503325942;22,17294900221730;28,27586206896552;15,36110049675201;7,413068398930073;28,46771111960260;16,813144822315628;11,081390905617120;7,642338555598013;63,3012444235736069;70,4414587332054;27,06333973128599;3,1989763275751759;93,026231605886110;5,950095969289827
17142;Dompierre-sur-Mer;54;Poitou-Charentes;17;Charente-Maritime;5348;5 001-10 000;922;733;297;520;2727;2463;222;30;182;394;700;764;430;145;4015;372;223;1184;748;612;481;2292;1781;481;80;52;2103;177;17,24008975317876;13,70605833956619;9,723261032161554;50,9910246821242;9,01339829476248;1,21802679658952484;7,389362565976451;15,99675192854243;28,42062525375558;31,01908241981324;17,45838408444986;48,82154882154882;9,26525529265255;5,554171855541719;29,48941469489414;18,630136986301370;15,242839352428394;11,980074719800747;2,2184300341296930;77,7050610820244;20,98603839441536;3,4904013961605584;91,753926701570677;7,722513089005235
17146;Échillais;54;Poitou-Charentes;17;Charente-Maritime;3341;3 001-5 000;596;419;171;326;1727;1498;187;12;79;158;385;555;342;51;2572;286;177;855;471;299;178;1478;1003;444;66;33;1310;167;17,83897036815325;12,54115534271176;9,757557617479797;51,6911104459743;12,48331108144192;0,80106809078771701;5,273698264352470;10,54739652870494;25,70093457943925;37,04939919893191;22,83044058744993;29,82456140350877;11,11975116640746;6,881804043545879;33,24261275272162;18,312597200622083;11,625194401244169;6,920684292379471;2,1839841164791531;67,8619756427605;30,04059539918809;4,4654939106901210;88,633288227334234;11,299052774018945
17153;Esnandes;54;Poitou-Charentes;17;Charente-Maritime;2094;2 000-3 000;408;311;132;155;1032;1030;85;0;102;93;280;288;195;55;1531;216;85;475;210;210;128;825;665;150;10;13;794;30;19,48424068767908;14,85195797516714;7,402101241642789;49,2836676217765;8,25242718446602;0,00000000000000000;9,902912621359224;9,02912621359223;27,18446601941747;27,96116504854369;18,93203883495146;41,66666666666667;14,10842586544742;5,551926845199216;31,02547354670151;13,716525146962768;13,716525146962768;8,360548661005879;1,5513126491646778;80,6060606060606;18,18181818181818;1,2121212121212122;96,242424242424235;3,636363636363636
17155;Étaules;54;Poitou-Charentes;17;Charente-Maritime;2375;2 000-3 000;365;273;117;361;1245;905;133;35;76;56;187;317;182;28;1906;288;146;565;315;165;134;1045;782;246;18;200;984;62;15,36842105263158;11,49473684210526;15,199999999999999;52,4210526315789;14,69613259668508;3,86740331491712697;8,397790055248619;6,18784530386740;20,66298342541436;35,02762430939227;20,11049723756906;23,93162393162393;15,11017838405037;7,660020986358866;29,64323189926548;16,526757607555091;8,656873032528855;7,030430220356767;16,0642570281124506;74,8325358851675;23,54066985645933;1,7224880382775118;94,162679425837325;5,933014354066986
17161;La Flotte;54;Poitou-Charentes;17;Charente-Maritime;2863;2 000-3 000;385;353;163;379;1492;1162;162;32;160;128;200;407;188;68;2296;307;173;577;424;257;264;1373;837;490;180;1707;1211;148;13,44743276283619;12,32972406566539;13,237862382116660;52,1131680055885;13,94148020654045;2,75387263339070598;13,769363166953527;11,01549053356282;17,21170395869191;35,02581755593804;16,17900172117040;41,71779141104295;13,37108013937282;7,534843205574913;25,13066202090592;18,466898954703833;11,193379790940766;11,498257839721255;55,4220779220779178;60,9613983976693;35,68827385287691;13,1099781500364170;88,201019664967234;10,779315367807721
17164;Fontcouverte;54;Poitou-Charentes;17;Charente-Maritime;2333;2 000-3 000;395;246;102;255;1207;964;96;12;78;145;290;239;172;44;1812;214;131;503;314;270;202;977;809;151;22;53;970;2;16,93099014144878;10,54436348049721;10,930132876125160;51,7359622803258;9,95850622406639;1,24481327800829877;8,091286307053942;15,04149377593361;30,08298755186722;24,79253112033195;17,84232365145228;43,13725490196079;11,81015452538631;7,229580573951434;27,75938189845474;17,328918322295806;14,900662251655630;11,147902869757175;5,1456310679611654;82,8045035823951;15,45547594677585;2,2517911975435005;99,283520982599796;0,204708290685773
17168;Fouras;54;Poitou-Charentes;17;Charente-Maritime;4083;3 001-5 000;480;339;145;816;2172;1414;186;31;167;242;355;369;231;68;3412;431;242;837;651;398;404;2060;1485;525;79;2169;1822;229;11,75606171932403;8,30271858927259;19,985304922850844;53,1961792799412;13,15417256011315;2,19236209335219234;11,810466760961811;17,11456859971711;25,10608203677511;26,09618104667610;16,33663366336634;46,89655172413793;12,63188745603751;7,092614302461900;24,53106682297773;19,079718640093787;11,664712778429074;11,840562719812427;51,2887207377630574;72,0873786407767;25,48543689320388;3,8349514563106797;88,446601941747574;11,116504854368932
17172;Gémozac;54;Poitou-Charentes;17;Charente-Maritime;2799;2 000-3 000;436;394;156;364;1483;1179;171;36;92;64;201;369;401;37;2235;482;122;681;304;191;137;1286;839;397;15;140;1116;156;15,57699178277957;14,07645587709897;13,004644515898537;52,9832082886745;14,50381679389313;3,05343511450381655;7,803223070398643;5,42832909245123;17,04834605597964;31,29770992366413;34,01187446988973;23,71794871794872;21,56599552572707;5,458612975391499;30,46979865771812;13,601789709172261;8,545861297539149;6,129753914988815;9,8176718092566624;65,2410575427683;30,87091757387248;1,1664074650077760;86,780715396578529;12,130637636080872
17185;Le Gua;54;Poitou-Charentes;17;Charente-Maritime;2065;2 000-3 000;280;276;107;312;1078;898;123;15;130;20;135;346;251;26;1677;486;87;494;221;140;61;863;620;229;2;113;815;44;13,55932203389830;13,36561743341404;15,108958837772397;52,2033898305085;13,69710467706014;1,67037861915367492;14,476614699331849;2,22717149220490;15,03340757238307;38,53006681514476;27,95100222717149;24,29906542056075;28,98032200357782;5,187835420393560;29,45736434108527;13,178294573643413;8,348240906380441;3,637447823494335;11,5778688524590159;71,8424101969872;26,53534183082271;0,2317497103128621;94,438006952491307;5,098493626882966
17190;L'Houmeau;54;Poitou-Charentes;17;Charente-Maritime;2655;2 000-3 000;398;353;141;319;1429;1077;123;16;68;176;332;288;176;58;2102;257;145;454;377;327;364;1144;849;278;87;50;1031;111;14,99058380414313;13,29566854990584;12,015065913370998;53,8229755178908;11,42061281337047;1,48560817084493957;6,313834726090993;16,34168987929434;30,82636954503250;26,74094707520891;16,34168987929434;41,13475177304964;12,22645099904853;6,898192197906755;21,59847764034253;17,935299714557566;15,556612749762131;17,316841103710750;4,1876046901172534;74,2132867132867;24,30069930069930;7,6048951048951059;90,122377622377627;9,702797202797203
17193;La Jarne;54;Poitou-Charentes;17;Charente-Maritime;2436;2 000-3 000;446;358;171;183;1251;1195;117;0;52;134;347;416;241;73;1830;218;103;573;324;233;177;998;726;253;75;44;962;35;18,30870279146141;14,69622331691297;7,512315270935961;51,3546798029557;9,79079497907950;0,00000000000000000;4,351464435146443;11,21338912133891;29,03765690376569;34,81171548117155;20,16736401673640;42,69005847953216;11,91256830601093;5,628415300546448;31,31147540983606;17,704918032786885;12,732240437158470;9,672131147540984;4,2226487523992322;72,7454909819639;25,35070140280561;7,5150300601202407;96,392785571142284;3,507014028056112
17194;La Jarrie;54;Poitou-Charentes;17;Charente-Maritime;2917;2 000-3 000;476;409;169;190;1508;1403;128;13;127;161;346;482;271;90;2219;250;152;729;329;299;222;1249;996;226;11;44;1165;78;16,31813507027768;14,02125471374700;6,513541309564622;51,6969489201234;9,12330719885959;0,92658588738417680;9,052031361368496;11,47540983606557;24,66143977191732;34,35495367070563;19,31575196008553;53,25443786982249;11,26633618747183;6,849932401982875;32,85263632266787;14,826498422712934;13,474538080216314;10,004506534474988;3,4029389017788092;79,7437950360288;18,09447558046437;0,8807045636509208;93,274619695756599;6,244995996797438
17197;Jonzac;54;Poitou-Charentes;17;Charente-Maritime;3502;3 001-5 000;443;556;272;567;1916;1388;253;24;88;104;312;480;356;117;2820;568;212;612;420;294;367;1883;862;976;105;526;1244;630;12,64991433466590;15,87664191890348;16,190748143917759;54,7115933752142;18,22766570605187;1,72910662824207506;6,340057636887608;7,49279538904899;22,47838616714698;34,58213256484150;25,64841498559078;43,01470588235294;20,14184397163121;7,517730496453900;21,70212765957447;14,893617021276595;10,425531914893616;13,014184397163120;21,8347862183478618;45,7780138077536;51,83218268720127;5,5762081784386615;66,064790228359001;33,457249070631974
17200;Lagord;54;Poitou-Charentes;17;Charente-Maritime;7236;5 001-10 000;1011;906;436;1123;3889;2888;281;12;212;656;844;844;332;238;5700;721;384;1300;1057;803;898;3202;2322;761;175;177;2761;422;13,97180762852405;12,52072968490879;15,519624101713653;53,7451630735213;9,72991689750693;0,41551246537396125;7,340720221606649;22,71468144044321;29,22437673130194;29,22437673130194;11,49584487534626;54,58715596330275;12,64912280701754;6,736842105263158;22,80701754385965;18,543859649122808;14,087719298245613;15,754385964912283;5,2382361645457243;72,5171767645222;23,76639600249844;5,4653341661461585;86,227357901311692;13,179262960649593
17218;Marans;54;Poitou-Charentes;17;Charente-Maritime;4628;3 001-5 000;798;663;307;603;2404;1988;284;84;182;184;360;581;561;100;3539;669;206;1201;502;291;199;2043;1303;703;112;181;1619;417;17,24286949006050;14,32584269662921;13,029386343993085;51,9446845289542;14,28571428571428;4,22535211267605604;9,154929577464790;9,25553319919517;18,10865191146881;29,22535211267606;28,21931589537223;32,57328990228013;18,90364509748517;5,820853348403504;33,93614015258547;14,184797965526986;8,222661768861260;5,623057360836394;8,1384892086330929;63,7787567302986;34,41018110621635;5,4821341164953497;79,246206558981896;20,411160058737153
17219;Marennes;54;Poitou-Charentes;17;Charente-Maritime;5619;5 001-10 000;885;693;295;800;2970;2208;381;68;212;112;340;748;676;93;4432;1055;313;1241;648;337;246;2609;1669;889;184;770;2152;443;15,75013347570742;12,33315536572344;14,237408791599929;52,8563801388147;17,25543478260870;3,07971014492753659;9,601449275362318;5,07246376811594;15,39855072463768;33,87681159420290;30,61594202898551;31,52542372881356;23,80415162454874;7,062274368231048;28,00090252707581;14,620938628158845;7,603790613718411;5,550541516245487;22,7878070435039959;63,9708700651591;34,07435799156765;7,0525105404369484;82,483710233806050;16,979685703334610
17222;Marsilly;54;Poitou-Charentes;17;Charente-Maritime;2768;2 000-3 000;502;365;137;204;1393;1267;111;31;117;234;424;323;183;56;2076;171;120;569;377;365;299;1166;910;241;11;61;1118;45;18,13583815028902;13,18641618497110;7,369942196531793;50,3251445086705;8,76085240726125;2,44672454617206014;9,234411996842937;18,46882399368587;33,46487766377269;25,49329123914759;14,44356748224152;40,87591240875913;8,23699421965318;5,780346820809249;27,40847784200385;18,159922928709054;17,581888246628129;14,402697495183045;4,9714751426242865;78,0445969125214;20,66895368782161;0,9433962264150944;95,883361921097759;3,859348198970840
17224;Matha;54;Poitou-Charentes;17;Charente-Maritime;2205;2 000-3 000;283;266;136;365;1187;802;100;36;49;45;142;252;252;46;1819;404;188;446;216;140;91;1038;674;327;20;33;919;116;12,83446712018141;12,06349206349206;16,553287981859409;53,8321995464853;12,46882793017456;4,48877805486284309;6,109725685785536;5,61097256857855;17,70573566084788;31,42144638403990;31,42144638403990;33,82352941176471;22,21000549752612;10,335349092908192;24,51896646509071;11,874656404617923;7,696536558548653;5,002748763056625;3,0812324929971990;64,9325626204239;31,50289017341040;1,9267822736030826;88,535645472061645;11,175337186897881
17228;Médis;54;Poitou-Charentes;17;Charente-Maritime;2806;2 000-3 000;429;363;128;330;1457;1225;156;15;132;91;273;430;259;41;2210;335;161;686;394;221;137;1231;1019;190;0;116;1168;60;15,28866714183892;12,93656450463293;11,760513186029936;51,9244476122594;12,73469387755102;1,22448979591836737;10,775510204081632;7,42857142857143;22,28571428571428;35,10204081632653;21,14285714285714;32,03125000000000;15,15837104072398;7,285067873303168;31,04072398190045;17,828054298642535;10,000000000000000;6,199095022624435;8,6117297698589468;82,7782290820471;15,43460601137287;0,0000000000000000;94,882209585702682;4,874086108854589
17230;Meschers-sur-Gironde;54;Poitou-Charentes;17;Charente-Maritime;2955;2 000-3 000;339;225;98;470;1573;972;153;8;117;78;281;296;179;23;2513;317;196;709;424;242;203;1494;1163;299;4;1776;1361;115;11,47208121827411;7,61421319796954;15,905245346869712;53,2318104906937;15,74074074074074;0,82304526748971196;12,037037037037036;8,02469135802469;28,90946502057613;30,45267489711934;18,41563786008230;23,46938775510204;12,61440509351373;7,799442896935934;28,21329088738559;16,872264226024672;9,629924393155591;8,077994428969360;54,3119266055045884;77,8447121820616;20,01338688085676;0,2677376171352075;91,097724230254357;7,697456492637215
17240;Montendre;54;Poitou-Charentes;17;Charente-Maritime;3226;3 001-5 000;466;426;177;543;1704;1220;200;12;90;82;287;398;319;35;2622;607;208;679;343;181;131;1580;931;591;57;126;1343;224;14,44513329200248;13,20520768753875;16,831990080595162;52,8208307501550;16,39344262295082;0,98360655737704927;7,377049180327869;6,72131147540984;23,52459016393443;32,62295081967213;26,14754098360656;19,77401129943503;23,15026697177727;7,932875667429443;25,89626239511823;13,081617086193745;6,903127383676583;4,996186117467582;7,3856975381008203;58,9240506329114;37,40506329113924;3,6075949367088604;85,000000000000000;14,177215189873419
17264;Nieul-sur-Mer;54;Poitou-Charentes;17;Charente-Maritime;5712;5 001-10 000;856;767;334;531;2947;2544;254;0;148;476;680;768;400;179;4428;452;379;1160;817;592;600;2429;1927;462;180;82;2303;117;14,98599439775910;13,42787114845938;9,296218487394958;51,5931372549020;9,98427672955975;0,00000000000000000;5,817610062893082;18,71069182389937;26,72955974842767;30,18867924528302;15,72327044025157;53,59281437125748;10,20776874435411;8,559168925022584;26,19692863595303;18,450767841011746;13,369467028003612;13,550135501355012;3,2656312226204700;79,3330588719638;19,02017291066283;7,4104569781803216;94,812680115273778;4,816797035817209
17274;Périgny;54;Poitou-Charentes;17;Charente-Maritime;7633;5 001-10 000;1295;1242;570;608;3968;3680;394;8;247;692;1216;888;536;270;5728;574;325;1416;1122;957;899;3345;2087;1220;284;60;2642;672;16,96580636709027;16,27145290187345;7,965413336826936;51,9848028298179;10,70652173913044;0,21739130434782608;6,711956521739131;18,80434782608696;33,04347826086956;24,13043478260870;14,56521739130435;47,36842105263158;10,02094972067039;5,673882681564246;24,72067039106145;19,587988826815643;16,707402234636874;15,694832402234638;1,7621145374449341;62,3916292974589;36,47234678624813;8,4902840059790741;78,983557548579981;20,089686098654706
17283;Pons;54;Poitou-Charentes;17;Charente-Maritime;4144;3 001-5 000;577;715;414;634;2113;1712;281;36;156;116;316;568;548;199;3250;646;243;899;439;275;233;2059;1206;826;101;112;1526;526;13,92374517374517;17,25386100386100;15,299227799227799;50,9893822393822;16,41355140186916;2,10280373831775691;9,112149532710280;6,77570093457944;18,45794392523364;33,17757009345794;32,00934579439252;48,06763285024155;19,87692307692308;7,476923076923077;27,66153846153846;13,507692307692306;8,461538461538462;7,169230769230770;5,1589129433440810;58,5721223895095;40,11656143759107;4,9052938319572608;74,113647401651278;25,546381738708114
17291;Puilboreau;54;Poitou-Charentes;17;Charente-Maritime;5651;5 001-10 000;876;879;363;644;2998;2684;279;19;143;385;660;820;539;145;4397;531;261;1304;841;633;487;2425;1558;828;213;165;1974;415;15,50168111838613;15,55476906742170;11,396213059635462;53,0525570695452;10,39493293591654;0,70789865871833091;5,327868852459016;14,34426229508197;24,59016393442623;30,55141579731744;20,08196721311475;39,94490358126722;12,07641573800318;5,935865362747328;29,65658403456902;19,126677279963612;14,396179213099842;11,075733454628157;6,3706563706563708;64,2474226804124;34,14432989690722;8,7835051546391743;81,402061855670098;17,113402061855670
17297;Rivedoux-Plage;54;Poitou-Charentes;17;Charente-Maritime;2282;2 000-3 000;327;261;110;273;1156;963;117;32;136;156;240;272;164;53;1829;166;143;445;368;252;252;1039;719;302;4;888;960;74;14,32953549517967;11,43733567046450;11,963190184049081;50,6573181419807;12,14953271028037;3,32294911734164078;14,122533748701974;16,19937694704050;24,92211838006230;28,24506749740395;17,03011422637591;48,18181818181818;9,07599781301258;7,818480043739748;24,33023510114817;20,120284308365228;13,778020776380536;13,778020776380536;46,0819927348209646;69,2011549566891;29,06641000962464;0,3849855630413860;92,396535129932616;7,122232916265641
17299;Rochefort;54;Poitou-Charentes;17;Charente-Maritime;24698;10 001-50 000;3919;4262;1987;3293;13320;10666;2362;24;570;1119;2360;3665;2758;650;19177;4346;1218;5258;2757;1942;1845;12493;5680;6590;2303;1067;6473;6000;15,86768159365131;17,25645801279456;13,333063405943800;53,9314924285367;22,14513407087943;0,22501406337896118;5,344084005250329;10,49128070504407;22,12638289893118;34,36152259516220;25,85786611663229;32,71263210870659;22,66256453042707;6,351358398081035;27,41826145903947;14,376596965114461;10,126714293163685;9,620900036502061;7,8687315634218287;45,4654606579685;52,74953974225566;18,4343232210037620;51,813015288561594;48,026895061234292
17300;La Rochelle;54;Poitou-Charentes;17;Charente-Maritime;74123;50 001-100 000;9708;18010;10889;8872;40075;31738;6075;51;1625;4865;8041;10076;6625;7405;53806;9340;3474;11923;8712;6347;9055;40756;15139;25026;9906;4527;14263;26116;13,09714933286564;24,29745153326228;11,969294281127315;54,0655397110209;19,14109269645220;0,16069065473564814;5,120045371478984;15,32862814292016;25,33555989665385;31,74743210032138;20,87403112987586;68,00440811828452;17,35865888562614;6,456529011634390;22,15923874660819;16,191502806378473;11,796082221313608;16,828978180872024;9,9971291654704846;37,1454509765433;61,40445578565119;24,3056237118461098;34,996074197664143;64,078908626950636
17306;Royan;54;Poitou-Charentes;17;Charente-Maritime;17690;10 001-50 000;1686;2123;1030;4064;9837;5689;999;29;672;619;1215;2037;1072;405;14907;1967;1327;3505;2842;1358;1475;10006;5815;3947;599;8610;5559;4327;9,53080836630865;12,00113058224986;22,973431317128320;55,6076879592990;17,56020390226753;0,50975566883459311;11,812269291615399;10,88064686236597;21,35700474600105;35,80594129020918;18,84338196519600;39,32038834951456;13,19514322130543;8,901858187428726;23,51244381834038;19,064868853558732;9,109814181257128;9,894680351512712;46,2505371723248828;58,1151309214471;39,44633220067959;5,9864081551069352;55,556666000399758;43,244053567859289
