faa;name;lat;lon;alt;tz;dst;tzone
CNY;Canyonlands Field;38,7550000000000;-109,754722000000;4555;-7;A;America/Denver
COD;Yellowstone Rgnl;44,5201940000000;-109,023806000000;5102;-7;A;America/Denver
COE;Pappy Boyington;47,7743056000000;-116,819583300000;2320;-8;A;America/Los_Angeles
COF;Patrick Afb;28,2349220000000;-80,610125000000;8;-5;A;America/New_York
COI;Merritt Island Airport;28,3416111000000;-80,685472200000;6;-5;A;America/New_York
CON;Concord Municipal;43,2026700000000;-71,502330000000;342;-5;A;America/New_York
COS;City Of Colorado Springs Muni;38,8058050000000;-104,700778000000;6187;-7;A;America/Denver
COT;Cotulla Lasalle Co;28,4566940000000;-99,220294000000;474;-6;A;America/Chicago
COU;Columbia Rgnl;38,8180940000000;-92,219631000000;889;-6;A;America/Chicago
CPR;Natrona Co Intl;42,9080000000000;-106,464417000000;5347;-7;A;America/Denver
CPS;St. Louis Downtown Airport;38,5707244000000;-90,156221100000;413;-6;U;America/Chicago
CRE;Grand Strand Airport;33,8117500000000;-78,723944400000;31;-5;A;America/New_York
CRP;Corpus Christi Intl;27,7703610000000;-97,501222000000;44;-6;A;America/Chicago
CRW;Yeager;38,3731470000000;-81,593189000000;981;-5;A;America/New_York
CSG;Columbus Metropolitan Airport;32,5163333000000;-84,938861100000;397;-5;A;America/New_York
CTB;Cut Bank Muni;48,6083530000000;-112,376144000000;3854;-7;A;America/Denver
CTH;Chester County G O Carlson Airport;39,9789000000000;-75,865400000000;660;-5;A;America/New_York
CTJ;West Georgia Regional Airport - O V Gray Field;33,6316964000000;-85,152264100000;1165;-5;A;America/New_York
CTY;Cross City;29,6355278000000;-83,104750000000;42;-5;A;America/New_York
CVG;Cincinnati Northern Kentucky Intl;39,0488360000000;-84,667822000000;896;-5;A;America/New_York
CVN;Clovis Muni;34,4251390000000;-103,079278000000;4216;-7;A;America/Denver
CVO;Corvallis Muni;44,5067000000000;-123,291500000000;250;-8;A;America/Los_Angeles
CVS;Cannon Afb;34,3827750000000;-103,322147000000;4295;-7;A;America/Denver
CVX;Charlevoix Municipal Airport;45,3047778000000;-85,275333300000;669;-5;A;America/New_York
CWA;Central Wisconsin;44,7727260000000;-89,646635000000;840;-6;A;America/Chicago
CWI;Clinton Municipal;41,8307500000000;-90,328972200000;708;-6;A;America/Chicago
CWT;Chatsworth Station;34,2569440000000;-118,598889000000;978;-8;A;America/Los_Angeles
CXF;Coldfoot Airport;67,2513890000000;-150,176111000000;1014;-9;A;America/Anchorage
CXL;Calexico Intl;32,6695020000000;-115,513330000000;4;-8;A;America/Los_Angeles
CXO;Lone Star Executive;30,3518330000000;-95,414467000000;245;-6;A;America/Chicago
CXY;Capital City Airport;40,2171389000000;-76,851361100000;347;-5;A;America/New_York
CYF;Chefornak Airport;60,1491670000000;-164,285556000000;40;-9;A;America/Anchorage
CYM;Chatham Seaplane Base;57,5150000000000;-134,946111000000;0;-9;A;America/Anchorage
CYS;Cheyenne Rgnl Jerry Olson Fld;41,1557220000000;-104,811839000000;6156;-7;A;America/Denver
CYT;Yakataga Airport;60,0819010000000;-142,493611000000;12;-9;A;America/Anchorage
CZF;Cape Romanzof Lrrs;61,7802970000000;-166,038747000000;457;-9;A;America/Anchorage
CZG;Tri-Cities;42,0471000000000;-76,057800000000;833;-5;A;America/New_York
CZN;Chisana Airport;62,0711110000000;-142,048333000000;1011;-9;A;America/Anchorage
DAB;Daytona Beach Intl;29,1799170000000;-81,058056000000;34;-5;A;America/New_York
DAL;Dallas Love Fld;32,8471110000000;-96,851778000000;487;-6;A;America/Chicago
DAW;Skyhaven Airport;43,2840556000000;-70,929277800000;321;-5;A;America/New_York
DAY;James M Cox Dayton Intl;39,9023750000000;-84,219375000000;1009;-5;A;America/New_York
DBN;W H Barron Field;32,3388000000000;-82,591000000000;311;-5;A;America/New_York
DBQ;Dubuque Rgnl;42,4020000000000;-90,709472000000;1076;-6;A;America/Chicago
DCA;Ronald Reagan Washington Natl;38,8520830000000;-77,037722000000;15;-5;A;America/New_York
DDC;Dodge City Regional Airport;37,7634000000000;-99,965600000000;2594;-6;A;America/Chicago
DEC;Decatur;39,8345640000000;-88,865689000000;682;-6;A;America/Chicago
DEN;Denver Intl;39,8616560000000;-104,673178000000;5431;-7;A;America/Denver
DET;Coleman A Young Muni;42,4091950000000;-83,009861000000;626;-5;A;America/New_York
DFW;Dallas Fort Worth Intl;32,8968280000000;-97,037997000000;607;-6;A;America/Chicago
DGL;Douglas Municipal Airport;31,3426028000000;-109,506454400000;4173;-7;N;America/Phoenix
DHB;Deer Harbor Seaplane;48,6183970000000;-123,005960000000;0;-8;A;America/Los_Angeles
DHN;Dothan Rgnl;31,3213390000000;-85,449628000000;401;-6;A;America/Chicago
DHT;Dalhart Muni;36,0225860000000;-102,547278000000;3991;-6;A;America/Chicago
DIK;Dickinson Theodore Roosevelt Regional Airport;46,7975000000000;-102,801944000000;2592;-7;A;America/Denver
DKB;De Kalb Taylor Municipal Airport;41,9338342000000;-88,705686400000;914;-6;U;America/Chicago
DKK;Chautauqua County-Dunkirk Airport;42,4933353000000;-79,272041700000;693;-5;A;America/New_York
DKX;Knoxville Downtown Island Airport;35,9638333000000;-83,873666700000;833;-5;A;America/New_York
DLF;Laughlin Afb;29,3594860000000;-100,777975000000;1082;-6;A;America/Chicago
DLG;Dillingham;59,0446670000000;-158,505500000000;74;-9;A;America/Anchorage
DLH;Duluth Intl;46,8420910000000;-92,193649000000;1428;-6;A;America/Chicago
DLL;Baraboo Wisconsin Dells Airport;43,5217843000000;-89,770926600000;979;-6;A;America/Chicago
DMA;Davis Monthan Afb;32,1664670000000;-110,883144000000;2704;-7;A;America/Phoenix
DNL;Daniel Field Airport;33,4665028000000;-82,039380800000;423;-5;A;America/New_York
DNN;Dalton Municipal Airport;34,7229444000000;-84,870250000000;709;-5;A;America/New_York
DNV;Vermilion Regional;40,1996944000000;-87,595527800000;696;-6;A;America/Chicago
DOV;Dover Afb;39,1295390000000;-75,465958000000;28;-5;A;America/New_York
DPA;Dupage;41,9077780000000;-88,248611000000;758;-6;A;America/Chicago
DQH;Douglas Municipal Airport;31,4767385000000;-82,860566400000;257;-5;A;America/New_York
DRG;Deering Airport;66,0696000000000;-162,766000000000;21;-9;A;America/Anchorage
DRI;Beauregard Rgnl;30,8317220000000;-93,339917000000;202;-6;A;America/Chicago
DRM;Drummond Island Airport;46,0093114000000;-83,743934200000;668;-5;A;America/New_York
DRO;Durango La Plata Co;37,1515160000000;-107,753770000000;6685;-7;A;America/Denver
DRT;Del Rio Intl;29,3742080000000;-100,927158000000;1002;-6;A;America/Chicago
DSM;Des Moines Intl;41,5339720000000;-93,663083000000;958;-6;A;America/Chicago
DTA;Delta Municipal Airport;39,3806386000000;-112,507714700000;4759;-7;A;America/Denver
DTS;Destin;30,4000611000000;-86,471477200000;23;-6;A;America/Chicago
DTW;Detroit Metro Wayne Co;42,2124440000000;-83,353389000000;645;-5;A;America/New_York
DUC;Halliburton Field Airport;34,4713056000000;-97,959861100000;1114;-6;A;America/Chicago
DUG;Bisbee Douglas Intl;31,4690280000000;-109,603667000000;4154;-7;A;America/Phoenix
DUJ;DuBois Regional Airport;41,1783000000000;-78,898700000000;1817;-5;A;America/New_York
DUT;Unalaska;53,9001390000000;-166,543500000000;22;-9;A;America/Anchorage
DVL;Devils Lake Regional Airport;48,1144440000000;-98,908611000000;1445;-6;A;America/Chicago
DVT;Deer Valley Municipal Airport;33,4117000000000;112,457000000000;1478;8;A;Asia/Chongqing
DWA;Yolo County Airport;38,5793889000000;-121,856944400000;100;-8;A;America/Los_Angeles
DWH;David Wayne Hooks Field;30,0637460000000;-95,554276000000;152;-6;A;America/Chicago
DWS;Orlando;28,3980000000000;-81,570000000000;340;-5;A;America/New_York
DXR;Danbury Municipal Airport;41,3715353000000;-73,482190600000;458;-5;A;America/New_York
DYS;Dyess Afb;32,4207560000000;-99,854600000000;1789;-6;A;America/Chicago
E25;Wickenburg Municipal Airport;33,9688987700000;-112,799003600000;2377;-7;A;America/Phoenix
E51;Bagdad Airport;34,5958528000000;-113,170195000000;4183;-7;A;America/Phoenix
E55;Ocean Ridge Airport;38,8016111000000;-123,530638900000;940;-8;A;America/Los_Angeles
E63;Gila Bend Municipal Airport;32,9601690000000;-112,673636000000;789;-7;U;America/Phoenix
E91;Chinle Municipal Airport;36,1108806000000;-109,575422200000;5547;-7;N;America/Denver
EAA;Eagle Airport;64,7780560000000;-141,149722000000;908;-9;A;America/Anchorage
EAR;Kearney Municipal Airport;40,7270000000000;-99,006800000000;2131;-6;A;America/Chicago
EAT;Pangborn Field;47,3980000000000;-120,206000000000;1249;-8;A;America/Los_Angeles
EAU;Chippewa Valley Regional Airport;44,8658000000000;-91,484300000000;913;-6;A;America/Chicago
ECA;Iosco County;44,3110000000000;-83,422000000000;606;-5;A;America/New_York
ECG;Elizabeth City Cgas Rgnl;36,2605810000000;-76,174572000000;12;-5;A;America/New_York
ECP;Panama City-NW Florida Bea.;30,3417000000000;-85,797300000000;69;-6;A;America/Chicago
EDF;Elmendorf Afb;61,2509860000000;-149,806503000000;212;-9;A;America/Anchorage
EDW;Edwards Afb;34,9054170000000;-117,883739000000;2302;-8;A;America/Los_Angeles
EEK;Eek Airport;60,2136110000000;-162,043889000000;15;-9;A;America/Anchorage
EEN;Dillant Hopkins Airport;72,2708330000000;42,898333000000;149;-5;A;NA
EET;Shelby County Airport;33,1777778000000;-86,783222200000;586;-6;A;America/Chicago
EFD;Ellington Fld;29,6073330000000;-95,158750000000;32;-6;A;America/Chicago
EGA;Eagle County Airport;39,6427611000000;-106,915934700000;6548;-7;U;America/Denver
EGE;Eagle Co Rgnl;39,6425560000000;-106,917694000000;6540;-7;A;America/Denver
EGT;Wellington Municipal;37,3941100000000;-97,423225000000;1277;-6;A;America/Chicago
EGV;Eagle River;45,9323330000000;-89,268283000000;1642;-6;A;America/Chicago
EGX;Egegik Airport;58,1855560000000;-157,375556000000;92;-9;A;America/Anchorage
EHM;Cape Newenham Lrrs;58,6464280000000;-162,062778000000;541;-9;A;America/Anchorage
EIL;Eielson Afb;64,6656670000000;-147,101500000000;548;-9;A;America/Anchorage
EKI;Elkhart Municipal;41,7194440000000;-86,003333000000;778;-5;A;America/New_York
EKN;Elkins Randolph Co Jennings Randolph;38,8894440000000;-79,857139000000;1987;-5;A;America/New_York
EKO;Elko Regional Airport;40,8249000000000;-115,792000000000;5140;-8;A;America/Los_Angeles
EKY;Bessemer;33,1876000000000;-86,555800000000;700;-6;A;America/Chicago
ELD;South Arkansas Rgnl At Goodwin Fld;33,2209720000000;-92,813278000000;277;-6;A;America/Chicago
ELI;Elim Airport;64,6150000000000;-162,270556000000;162;-9;A;America/Anchorage
ELM;Elmira Corning Rgnl;42,1598890000000;-76,891611000000;954;-5;A;America/New_York
ELP;El Paso Intl;31,8072500000000;-106,377583000000;3958;-7;A;America/Denver
ELV;Elfin Cove Seaplane Base;58,1952780000000;-136,347500000000;0;-9;A;America/Anchorage
ELY;Ely Airport;39,2997220000000;-114,841944000000;6259;-8;A;America/Los_Angeles
EMK;Emmonak Airport;62,7861110000000;-164,490833000000;13;-9;A;America/Anchorage
EMP;Emporia Municipal Airport;38,3321000000000;-96,191200000000;1208;-6;A;America/Chicago
ENA;Kenai Muni;60,5731110000000;-151,245000000000;99;-9;A;America/Anchorage
END;Vance Afb;36,3391670000000;-97,916500000000;1307;-6;A;America/Chicago
ENV;Wendover;40,7186940000000;-114,030889000000;4237;-7;A;America/Denver
ENW;Kenosha Regional Airport;42,5956944000000;-87,927805600000;742;-6;A;America/Chicago
EOK;Keokuk Municipal Airport;40,4599078000000;-91,428501100000;671;-6;A;America/Chicago
EPM;Eastport Municipal Airport;44,9101111000000;-67,012694400000;45;-5;A;America/New_York
EQY;Monroe Reqional Airport;35,0183300000000;-80,620010000000;679;-5;A;America/New_York
ERI;Erie Intl Tom Ridge Fld;42,0820220000000;-80,176217000000;733;-5;A;America/New_York
ERV;Kerrville Municipal Airport;29,9766667000000;-99,085472200000;1617;-6;A;America/Chicago
ERY;Luce County Airport;46,3111990000000;-85,457298000000;869;-5;A;America/New_York
ESC;Delta County Airport;45,7227780000000;-87,093611000000;609;-5;A;America/New_York
ESD;Orcas Island Airport;48,7080560000000;-122,910556000000;31;-8;A;America/Los_Angeles
ESF;Esler Rgnl;31,3949030000000;-92,295772000000;112;-6;A;America/Chicago
ESN;Easton-Newnam Field Airport;38,8041667000000;-76,069000000000;72;-5;A;America/New_York
EUF;Weedon Field;31,5708000000000;-85,077400000000;285;-6;A;America/Chicago
EUG;Mahlon Sweet Fld;44,1245830000000;-123,211972000000;374;-8;A;America/Los_Angeles
EVV;Evansville Regional;38,0369970000000;-87,532364000000;418;-6;A;America/Chicago
EVW;Evanston-Uinta CO Burns Fld;41,1649000000000;-111,020800000000;7143;-7;A;America/Denver
EWB;New Bedford Regional Airport;41,6761000000000;-70,956900000000;80;-5;A;America/New_York
EWK;Newton City-County Airport;38,0570785000000;-97,275227800000;1533;-6;A;America/Chicago
EWN;Craven Co Rgnl;35,0729720000000;-77,042944000000;18;-5;A;America/New_York
EWR;Newark Liberty Intl;40,6925000000000;-74,168667000000;18;-5;A;America/New_York
EXI;Excursion Inlet Seaplane Base;58,4205560000000;-135,449167000000;0;-9;A;America/Anchorage
EYW;Key West Intl;24,5561110000000;-81,759556000000;3;-5;A;America/New_York
F57;Seaplane Base;28,0575000000000;-81,762805600000;140;-5;A;America/New_York
FAF;Felker Aaf;37,1325000000000;-76,608841000000;12;-5;A;America/New_York
FAI;Fairbanks Intl;64,8151140000000;-147,856267000000;434;-9;A;America/Anchorage
FAR;Hector International Airport;46,9206500000000;-96,815763900000;902;-6;A;America/Chicago
FAT;Fresno Yosemite Intl;36,7761940000000;-119,718140000000;336;-8;A;America/Los_Angeles
FAY;Fayetteville Regional Grannis Field;34,9912000000000;-78,880300000000;189;-5;A;America/New_York
FBG;Fredericksburg Amtrak Station;38,2984160000000;-77,456875000000;130;-5;A;America/New_York
FBK;Ladd Aaf;64,8375000000000;-147,614444000000;454;-9;A;America/Anchorage
FBR;Fort Bridger;41,2360000000000;-110,243600000000;7038;-7;A;America/Denver
FBS;Friday Harbor Seaplane Base;48,5372220000000;-123,009722000000;0;-8;A;America/Los_Angeles
FCA;Glacier Park Intl;48,3104720000000;-114,256000000000;2977;-7;A;America/Denver
FCM;Flying Cloud Airport;44,4938000000000;-93,272600000000;906;-6;A;America/Chicago
FCS;Butts Aaf;38,6783940000000;-104,756581000000;5838;-7;A;America/Denver
FDW;Fairfield County Airport;34,3154720000000;-81,108806000000;577;-5;A;America/New_York
FDY;Findlay Airport;41,0120278000000;-83,668611100000;819;-5;U;America/New_York
FFA;First Flight Airport;36,0200000000000;-75,670000000000;13;-5;A;America/New_York
FFC;Atlanta Regional Airport - Falcon Field;33,3572500000000;-84,571833300000;808;-5;A;America/New_York
FFO;Wright Patterson Afb;39,8261110000000;-84,048332000000;823;-5;A;America/New_York
FFT;Capital City Airport;38,1819722000000;-84,906138900000;812;-5;A;America/New_York
FFZ;Mesa Falcon Field;33,4608001708984;-111,727996826172;1394;-7;A;America/Phoenix
FHU;Sierra Vista Muni Libby Aaf;31,5884720000000;-110,344389000000;4719;-7;A;America/Phoenix
FIT;Fitchburg Municipal Airport;42,5541111000000;-71,758972200000;348;-5;A;America/New_York
FKL;Franklin;41,3778740000000;-79,860362000000;1540;-5;A;America/New_York
FLD;Fond Du Lac County Airport;43,7711667000000;-88,488416700000;808;-6;A;America/Chicago
FLG;Flagstaff Pulliam Airport;35,1403180000000;-111,669239200000;7015;-7;N;America/Phoenix
FLL;Fort Lauderdale Hollywood Intl;26,0725830000000;-80,152750000000;9;-5;A;America/New_York
FLO;Florence Rgnl;34,1853610000000;-79,723889000000;146;-5;A;America/New_York
FLV;Sherman Aaf;39,3683320000000;-94,914686000000;772;-6;A;America/Chicago
FME;Tipton;39,0853860000000;-76,759414000000;150;-5;A;America/New_York
FMH;Otis Angb;41,6584390000000;-70,521417000000;131;-5;A;America/New_York
FMN;Four Corners Rgnl;36,7412500000000;-108,229944000000;5506;-7;A;America/Denver
FMY;Page Fld;26,5866110000000;-81,863250000000;17;-5;A;America/New_York
FNL;Fort Collins Loveland Muni;40,4518280000000;-105,011336000000;5016;-7;A;America/Denver
FNR;Funter Bay Seaplane Base;58,2544440000000;-134,897778000000;0;-9;A;America/Anchorage
FNT;Bishop International;42,9654240000000;-83,743629000000;782;-5;A;America/New_York
FOD;Fort Dodge Rgnl;42,5512000000000;-94,191842000000;1157;-6;A;America/Chicago
FOE;Forbes Fld;38,9509440000000;-95,663611000000;1078;-6;A;America/Chicago
FOK;Francis S Gabreski;40,8436560000000;-72,631789000000;67;-5;A;America/New_York
FRD;Friday Harbor Airport;48,5219440000000;-123,024444000000;113;-8;A;America/Los_Angeles
FRI;Marshall Aaf;39,0552750000000;-96,764453000000;1063;-6;A;America/Chicago
FRN;Bryant Ahp;61,2663810000000;-149,653119000000;378;-9;A;America/Anchorage
FRP;St Lucie County International Airport;27,4974720000000;-80,372638000000;23;-5;A;America/New_York
FSD;Sioux Falls;43,5820140000000;-96,741914000000;1429;-6;A;America/Chicago
FSI;Henry Post Aaf;34,6498330000000;-98,402167000000;1189;-6;A;America/Chicago
FSM;Fort Smith Rgnl;35,3365830000000;-94,367444000000;469;-6;A;America/Chicago
FST;Fort Stockton Pecos Co;30,9156670000000;-102,916139000000;3011;-6;A;America/Chicago
FTK;Godman Aaf;37,9070580000000;-85,972106000000;756;-5;A;America/New_York
FTW;Fort Worth Meacham Intl;32,8197780000000;-97,362444000000;710;-6;A;America/Chicago
FTY;Fulton County Airport Brown Field;33,7791000000000;-84,521400000000;841;-5;A;America/New_York
FUL;Fullerton Municipal Airport;33,5219250000000;-117,584722000000;96;-8;A;America/Los_Angeles
FWA;Fort Wayne;40,9784720000000;-85,195139000000;815;-5;A;America/New_York
FXE;Fort Lauderdale Executive;26,1972810000000;-80,170706000000;13;-5;A;America/New_York
FYU;Fort Yukon;66,5714920000000;-145,250417000000;433;-9;A;America/Anchorage
FYV;Drake Fld;36,0050940000000;-94,170059000000;1251;-6;A;America/Chicago
FZG;Fitzgerald Municipal Airport;31,6839046000000;-83,270903600000;365;-5;A;America/New_York
FZI;Fostoria Metropolitan Airport;41,1908333000000;-83,393083300000;752;-5;A;America/New_York
GAD;Northeast Alabama Regional Airport;33,9726489000000;-86,089083400000;569;-6;A;America/Chicago
GAI;Montgomery County Airpark;39,1006000000000;-77,095760000000;0;-5;A;America/New_York
GAL;Edward G Pitka Sr;64,7361780000000;-156,937417000000;152;-9;A;America/Anchorage
GAM;Gambell Airport;63,7668000000000;-171,733000000000;27;-9;A;America/Anchorage
GBN;Great Bend Municipal;38,3441670000000;-98,859167000000;1887;-6;A;America/Chicago
GCC;Gillette-Campbell County Airport;44,3489167000000;-105,539361100000;4365;-7;A;America/Denver
GCK;Garden City Rgnl;37,9275280000000;-100,724417000000;2891;-6;A;America/Chicago
GCN;Grand Canyon National Park Airport;35,9523611000000;-112,146972200000;6609;-7;N;America/Phoenix
GCW;Grand Canyon West Airport;35,5925000000000;-113,485900000000;4825;-7;U;America/Phoenix
GDV;Dawson Community Airport;47,1386110000000;-104,807222000000;749;-7;A;America/Denver
GDW;Gladwin Zettel Memorial Airport;43,9705893000000;-84,475020000000;774;-5;A;America/New_York
GED;Sussex Co;38,6891940000000;-75,358889000000;50;-5;A;America/New_York
GEG;Spokane Intl;47,6198610000000;-117,533833000000;2376;-8;A;America/Los_Angeles
GEU;Glendale Municipal Airport;33,5269167000000;-112,295138900000;1071;-7;N;America/Phoenix
GFK;Grand Forks Intl;47,9492560000000;-97,176111000000;845;-6;A;America/Chicago
GFL;Floyd Bennett Memorial Airport;43,3412220000000;-73,610305000000;328;-5;A;America/New_York
GGE;Georgetown County Airport;33,3114018000000;-79,320313900000;40;-5;A;America/New_York
GGG;East Texas Rgnl;32,3840140000000;-94,711486000000;365;-6;A;America/Chicago
GGW;Wokal Field Glasgow International Airport;48,2125000000000;-106,615000000000;2296;-7;A;America/Denver
GHG;Marshfield Municipal Airport;42,0982500000000;-70,672138900000;9;-5;A;America/New_York
GIF;Gilbert Airport;28,0627780000000;-81,753333000000;145;-5;A;America/New_York
GJT;Grand Junction Regional;39,1224130000000;-108,526735000000;4858;-7;A;America/Denver
GKN;Gulkana;62,1548880000000;-145,456639000000;1580;-9;A;America/Anchorage
GKY;Arlington Municipal;32,6638611000000;-97,094277800000;628;-6;A;America/Chicago
GLD;Renner Fld;39,3706210000000;-101,698992000000;3656;-7;A;America/Denver
GLH;Mid Delta Regional Airport;33,4829000000000;-90,985600000000;131;-6;A;America/Chicago
GLS;Scholes Intl At Galveston;29,2653220000000;-94,860406000000;6;-6;A;America/Chicago
GLV;Golovin Airport;64,5505560000000;-163,007222000000;59;-9;A;America/Anchorage
GNT;Grants Milan Muni;35,1672860000000;-107,901989000000;6537;-7;A;America/Denver
GNU;Goodnews Airport;59,1175000000000;-161,577500000000;15;-9;A;America/Anchorage
GNV;Gainesville Rgnl;29,6900560000000;-82,271778000000;152;-5;A;America/New_York
GON;Groton New London;41,3300560000000;-72,045139000000;9;-5;A;America/New_York
GPT;Gulfport-Biloxi;30,4072780000000;-89,070111000000;28;-6;A;America/Chicago
GPZ;Grand Rapids Itasca County;47,2111110000000;-93,509722000000;413;-6;A;America/Chicago
GQQ;Galion Municipal Airport;40,7533889000000;-82,723805600000;1224;-5;A;America/New_York
GRB;Austin Straubel Intl;44,4850720000000;-88,129589000000;695;-6;A;America/Chicago
GRF;Gray Aaf;47,0792170000000;-122,580783000000;302;-8;A;America/Los_Angeles
GRI;Central Nebraska Regional Airport;40,9675000000000;-98,309600000000;1847;-6;A;America/Chicago
GRK;Robert Gray Aaf;31,0672500000000;-97,828917000000;1015;-6;A;America/Chicago
GRM;Grand Marais Cook County Airport;47,8383333000000;-90,382944400000;1799;-6;U;America/Chicago
GRR;Gerald R Ford Intl;42,8808330000000;-85,522806000000;794;-5;A;America/New_York
GSB;Seymour Johnson Afb;35,3393830000000;-77,960589000000;110;-5;A;America/New_York
GSO;Piedmont Triad;36,0977500000000;-79,937306000000;925;-5;A;America/New_York
GSP;Greenville-Spartanburg International;34,8955560000000;-82,218889000000;964;-5;A;America/New_York
GST;Gustavus Airport;58,4253000000000;-135,707000000000;34;-9;A;America/Anchorage
GTB;Wheeler Sack Aaf;44,0556190000000;-75,719458000000;690;-5;A;America/New_York
GTF;Great Falls Intl;47,4820000000000;-111,370689000000;3677;-7;A;America/Denver
GTR;Golden Triangle Regional Airport;33,4503330000000;-88,591361000000;264;-6;A;America/Chicago
GTU;Georgetown Municipal Airport;30,6788090000000;-97,679383700000;790;-6;A;America/Chicago
GUC;Gunnison - Crested Butte;38,5338890000000;-106,933056000000;7678;-7;A;America/Denver
GUP;Gallup Muni;35,5110580000000;-108,789308000000;6472;-7;A;America/Denver
GUS;Grissom Arb;40,6480940000000;-86,152119000000;812;-5;A;America/New_York
GVL;Lee Gilmer Memorial Airport;34,2726270000000;-83,830223300000;1276;-5;A;America/New_York
GVQ;Genesee County Airport;43,0317500000000;-78,169666700000;914;-5;A;America/New_York
GVT;Majors;33,0678390000000;-96,065333000000;535;-6;A;America/Chicago
GWO;Greenwood Leflore;33,4943280000000;-90,084706000000;162;-6;A;America/Chicago
GYY;Gary Chicago International Airport;41,6163000000000;-87,412800000000;591;-6;A;America/Chicago
HBG;Hattiesburg Bobby L. Chain Municipal Airport;31,2649444000000;-89,252888900000;151;-6;A;America/Chicago
HBR;Hobart Muni;34,9913080000000;-99,051353000000;1564;-6;A;America/Chicago
HCC;Columbia County;42,2913000000000;-73,710300000000;198;-5;A;America/New_York
HCR;Holy Cross Airport;62,1883000000000;-159,775000000000;70;-9;A;America/Anchorage
HDH;Dillingham;21,5794750000000;-158,197281000000;14;-10;A;Pacific/Honolulu
HDI;Hardwick Field Airport;35,2199994000000;-84,832369000000;874;-5;A;America/New_York
HDN;Yampa Valley;40,4811810000000;-107,217660000000;6602;-7;A;America/Denver
HDO;Hondo Municipal Airport;29,3591000000000;-99,177500000000;930;-6;A;America/Chicago
HFD;Hartford Brainard;41,7367220000000;-72,649444000000;18;-5;A;America/New_York
HGR;Hagerstown Regional Richard A Henson Field;39,7079000000000;-77,729500000000;704;-5;A;America/New_York
HHH;Hilton Head;32,2160000000000;-80,752000000000;10;-5;U;America/New_York
HHI;Wheeler Aaf;21,4835000000000;-158,039667000000;837;-10;A;Pacific/Honolulu
HHR;Jack Northrop Fld Hawthorne Muni;33,9228390000000;-118,335186000000;66;-8;A;America/Los_Angeles
HIB;Chisholm Hibbing;47,3866000000000;-92,838994000000;1353;-6;A;America/Chicago
HIF;Hill Afb;41,1239390000000;-111,973039000000;4789;-7;A;America/Denver
HII;Lake Havasu City Airport;34,5711111000000;-114,358277800000;783;-7;N;America/Phoenix
HIO;Portland Hillsboro;45,5403940000000;-122,949825000000;204;-8;A;America/Los_Angeles
HKB;Healy River Airport;63,8675000000000;-148,968889000000;1263;-9;A;America/Anchorage
HKY;Hickory Rgnl;35,7411470000000;-81,389550000000;1189;-5;A;America/New_York
HLG;Wheeling Ohio County Airport;40,1750000000000;-80,646300000000;1195;-5;A;America/New_York
HLN;Helena Rgnl;46,6068060000000;-111,982750000000;3877;-7;A;America/Denver
HLR;Hood Aaf;31,1387310000000;-97,714469000000;924;-6;A;America/Chicago
HMN;Holloman Afb;32,8525190000000;-106,106525000000;4093;-7;A;America/Denver
HNH;Hoonah Airport;58,0961110000000;-135,409722000000;19;-9;A;America/Anchorage
HNL;Honolulu Intl;21,3186810000000;-157,922428000000;13;-10;N;Pacific/Honolulu
HNM;Hana;20,7956360000000;-156,014439000000;78;-10;A;Pacific/Honolulu
HNS;Haines Airport;59,2438000000000;-135,524000000000;15;-9;A;America/Anchorage
HOB;Lea Co Rgnl;32,6875280000000;-103,217028000000;3661;-7;A;America/Denver
HOM;Homer;59,6455560000000;-151,476583000000;84;-9;A;America/Anchorage
HON;Huron Rgnl;44,3852000000000;-98,228542000000;1289;-6;A;America/Chicago
HOP;Campbell Aaf;36,6685670000000;-87,496183000000;573;-6;A;America/Chicago
HOT;Memorial Field;34,4780000000000;-93,096200000000;540;-6;A;America/Chicago
HOU;William P Hobby;29,6454190000000;-95,278889000000;46;-6;A;America/Chicago
HPB;Hooper Bay Airport;61,5239000000000;-166,147000000000;7;-9;A;America/Anchorage
HPN;Westchester Co;41,0669590000000;-73,707575000000;439;-5;A;America/New_York
HQM;Bowerman Field;46,9711944000000;-123,936555600000;18;-8;A;America/Los_Angeles
HQU;McDuffie County Airport;33,5297315000000;-82,516950900000;501;-5;A;America/New_York
HRL;Valley Intl;26,2285000000000;-97,654389000000;36;-6;A;America/Chicago
HRO;Boone Co;36,2615190000000;-93,154728000000;1365;-6;A;America/Chicago
HRT;Hurlburt Fld;30,4278030000000;-86,689278000000;38;-6;A;America/Chicago
HSH;Henderson Executive Airport;35,9727780000000;-115,134444000000;1881;-8;A;America/Los_Angeles
HSL;Huslia Airport;65,6977780000000;-156,351389000000;213;-9;A;America/Anchorage
HST;Homestead Arb;25,4885500000000;-80,383567000000;6;-5;A;America/New_York
HSV;Huntsville International Airport-Carl T Jones Field;34,6371944000000;-86,775055600000;629;-6;A;America/Chicago
HTL;Roscommon Co;44,3598060000000;-84,671112000000;1150;-5;A;America/New_York
HTS;Tri State Milton J Ferguson Field;38,3667000000000;-82,558000000000;828;-5;A;America/New_York
HUA;Redstone Aaf;34,6786530000000;-86,684781000000;685;-6;A;America/Chicago
HUF;Terre Haute Intl Hulman Fld;39,4514640000000;-87,307561000000;589;-5;A;America/New_York
